log_id,user_id,search_word,product_id,search_time,dt
b7a76bc8-452c-49a2-8a3f-40c3ed88d047,333,网红,11,2025-01-01 22:17:34,20250101
a641b1b7-26ec-4c89-8bfb-bb55eae2a0e2,844,热卖,90,2025-01-11 21:18:43,20250111
6fe0b1af-d4fd-42bd-9449-850f84ea611c,845,特价,33,2025-01-01 22:43:08,20250101
f9449d10-07b8-4a90-b2f7-1ad6b091e6d4,242,成人,98,2025-01-16 23:31:21,20250116
bc55e3c2-9eed-4382-8dce-50f5234f4df5,813,进口,69,2025-01-18 11:47:28,20250118
b22b3d2d-f1da-46c6-8f8e-a2a9cde9f356,282,儿童,68,2025-01-08 19:12:08,20250108
81408a5c-80bd-42ed-a602-10ce0b5af4a4,943,年货,55,2025-01-03 11:00:54,20250103
63ed0c92-b64e-4d44-935b-079f9643c691,583,儿童,33,2025-01-05 11:38:33,20250105
3b27fc43-28e9-4646-9b44-ba443f408927,787,有机,12,2025-01-25 17:26:37,20250125
a8ca9d91-ed1b-4d64-baed-f2c252c37967,906,新品,87,2025-01-14 10:51:55,20250114
c616d30d-e316-40d6-8af7-304bb338c2bd,631,年货,92,2025-01-22 10:24:18,20250122
94b7d034-526a-4e0b-95e7-7320be2a9501,648,爆款,36,2025-01-20 08:31:03,20250120
c28b611c-6caf-4320-b955-af0b60fbc5b5,386,促销,74,2025-01-11 11:38:44,20250111
4804c0ee-49a0-4146-8a40-d8c5f6e9af09,26,热卖,89,2025-01-28 13:15:47,20250128
5e4a6fdd-53f6-4834-9ea1-ff6449858912,823,散装,2,2025-01-31 21:04:54,20250131
d271bd50-ff19-41a5-8c7d-a0d648173122,801,成人,38,2025-01-04 23:41:17,20250104
d15db84c-e8ff-45c9-afca-73c1d8814fb5,879,进口,60,2025-01-06 18:10:17,20250106
a6cac66e-85dd-41e1-be82-375b512390ad,732,促销,63,2025-01-04 14:03:24,20250104
772fe297-a4a1-4fb0-85fe-3d7c7ec0eee6,26,成人,62,2025-01-30 14:44:37,20250130
29267e9d-d2c9-46c1-966b-64d651ac5ef9,670,礼盒装,72,2025-01-12 14:21:34,20250112
7c3fe245-e8e7-4f64-bed5-753967b8ab68,987,有机,43,2025-01-07 13:46:17,20250107
21959231-3842-41e7-86e4-0780b85f66be,999,年货,31,2025-01-22 19:58:59,20250122
bcbbf7ac-cccd-463f-9dd4-ceeb3016bf59,733,进口,96,2025-01-07 15:04:57,20250107
0e94b68c-1db0-49cb-9422-89f6b520d932,202,礼盒,32,2025-01-20 19:58:17,20250120
fca54a76-ed82-4d9f-80c2-4d660fece1c6,225,新品,46,2025-01-06 16:26:36,20250106
63f8eca4-920f-418a-9703-cd2024494df3,565,成人,25,2025-01-04 21:39:31,20250104
29185a00-55b2-4d6e-ab11-9c50620f2e53,485,儿童,21,2025-01-22 23:51:52,20250122
944f9555-521e-43dd-bd9a-7d9a9c0c43c4,947,礼盒装,64,2025-01-25 09:19:14,20250125
5541b4a2-d36c-4979-9e36-2cbd9c95a37e,562,爆款,19,2025-01-28 11:32:32,20250128
09a99153-f17c-4aeb-953a-9c6c03a06d81,742,散装,55,2025-01-15 11:47:24,20250115
c6dd3ac5-cd0f-4259-8447-ef44b7ee949f,364,新品,94,2025-01-11 21:18:59,20250111
fac3a0aa-fdc2-44ee-9ced-d3e74f7d37ad,19,有机,35,2025-01-07 13:33:16,20250107
6fb29ae7-c5c8-48b0-ae9e-35a67c7aef2b,412,促销,95,2025-01-16 21:59:38,20250116
4d448a6e-e1df-478a-8bcc-aa467da6a566,314,零食,54,2025-01-12 16:59:53,20250112
25d8e35a-7a40-421b-96ed-459fedccbcaa,222,健康食品,66,2025-01-13 17:09:21,20250113
5a888f59-084e-4765-879d-e5cabbbc4ef2,6,礼品,4,2025-01-07 20:37:14,20250107
05bc8f86-e42e-47ed-a35a-f5ce181ff0c1,856,礼品,63,2025-01-03 11:41:42,20250103
c97b0f6f-6f64-4386-b70b-cc34c72517f4,582,礼品,94,2025-01-06 11:41:12,20250106
8182416f-f581-4e4f-81af-88769cedb086,37,零食,46,2025-01-07 08:58:10,20250107
2ed8578f-252d-489e-81fa-f269cd78aa3d,350,国产,22,2025-01-31 21:40:41,20250131
e41b5c3f-5739-462f-a3d8-390f233cc1c5,684,年货,53,2025-01-22 14:34:27,20250122
d411b5b6-1888-46fd-b55e-41c96af08a87,842,进口,9,2025-01-24 09:04:34,20250124
bf67b98b-6adf-4382-a06e-802d405939ca,250,进口,87,2025-01-19 11:56:54,20250119
9970cc2c-f112-42e0-a090-08a4fbba6bf7,607,特价,70,2025-01-09 09:44:26,20250109
738e183f-e65a-4a63-a08b-45b921d2a426,78,成人,40,2025-01-02 19:47:58,20250102
a553438a-1ba7-4494-a82b-21b9331ffe4f,931,儿童,31,2025-01-02 17:41:31,20250102
4acd6a4d-dfd5-4149-a2fd-f45e54eb8371,124,成人,68,2025-01-12 09:15:51,20250112
59e3f5f9-85cd-4d40-8d77-b9500cf7bcff,66,热卖,29,2025-01-10 22:53:18,20250110
0b40b1fb-7e3e-4438-bfc6-a68e4f2b60f0,364,进口,29,2025-01-06 13:33:20,20250106
0d93f231-f59b-4557-b660-f2f763a9ab96,846,零食,24,2025-01-27 15:27:26,20250127
72dae08d-f10c-43bf-8e63-9b6765a434e0,922,水果,64,2025-01-08 18:09:55,20250108
561f6126-c3f5-4721-be88-8feb24a2295d,121,礼品,23,2025-01-21 12:56:06,20250121
04770ce7-b904-4026-b049-a5f1dc313971,833,特价,10,2025-01-31 10:15:01,20250131
7b91c89a-23aa-47fc-9c5c-e2ba91c77da4,626,零食,46,2025-01-01 12:29:05,20250101
1e891ea7-0b51-48fa-aa29-034e0c46dde8,889,礼盒装,54,2025-01-29 10:16:29,20250129
4d858c9e-e326-49d0-ab09-66cf6c8bc369,387,礼盒,32,2025-01-22 09:45:21,20250122
a7a35c19-d49b-4a84-9112-fe3736513932,262,国产,74,2025-01-29 14:02:37,20250129
59c3482d-1f8e-45e9-b9da-f0cc5c176388,540,特价,93,2025-01-24 22:25:32,20250124
c6fd5ffb-d37f-4762-8cd2-2346c290e9f3,659,热卖,36,2025-01-09 14:16:50,20250109
c07de536-2766-42e4-97ee-0ad7513a19fe,265,热卖,27,2025-01-11 12:39:20,20250111
08d38a1d-b668-4114-860e-e192251a92e0,225,零食,6,2025-01-31 23:13:15,20250131
4b8031ba-50f5-4034-9ce4-fa8a0589194f,102,热卖,86,2025-01-08 08:17:29,20250108
39068355-c448-4013-a138-24e0307aabd1,668,健康食品,47,2025-01-13 12:15:18,20250113
d58a0cb0-4d3f-460b-a4f2-83a5bbef080c,129,成人,81,2025-01-08 09:07:58,20250108
7fd89d0a-4c41-4a54-a841-74130f7a013c,13,零食,14,2025-01-26 10:37:18,20250126
73e482f2-3435-42fe-b41c-fbc4d9c7b625,138,饮料,63,2025-01-03 12:37:22,20250103
fac3951c-c8e6-4639-af86-cc2d2405c1ef,752,促销,13,2025-01-22 11:34:31,20250122
79c46741-2736-4ccd-b330-5f3ae12daf0e,847,进口,84,2025-01-10 20:22:26,20250110
ff882bbe-9c9a-47bc-8a76-cddfea950668,39,爆款,99,2025-01-08 22:02:31,20250108
83ebcd8e-f303-4fb8-86b7-42f84c789fb0,487,有机,98,2025-01-23 15:40:42,20250123
bf19bd51-8df4-4f9a-a95c-aa773d1e81ed,84,爆款,31,2025-01-30 22:45:23,20250130
db788500-09b0-4b2a-aad0-f7fae72a79e0,360,爆款,55,2025-01-12 15:55:20,20250112
9f63f249-db00-497e-9020-beabe56d52a5,698,礼品,91,2025-01-24 13:08:09,20250124
f31055b1-0e42-44a8-a6f8-b395e6e7226b,415,热卖,5,2025-01-10 22:48:59,20250110
6f292513-96ab-4bed-9b60-fa7be1651f07,929,礼盒装,1,2025-01-02 23:19:50,20250102
93049d07-5888-4574-b2e6-4cafda87e660,390,年货,78,2025-01-19 10:41:09,20250119
999a82bb-36c9-4afc-9ef0-06de021bf1a5,378,年货,39,2025-01-08 19:35:06,20250108
efe98622-0fe2-4b18-a427-225d5312bbee,941,促销,8,2025-01-04 19:39:52,20250104
bcf4afae-4149-4055-916c-c7795f89c289,823,热卖,43,2025-01-02 17:32:38,20250102
dbe1f70e-847e-4c77-8230-8813caf7b5bf,396,礼盒装,48,2025-01-14 08:35:16,20250114
5d9423ef-04ca-495e-99f8-0d3832a2e1b3,322,热卖,96,2025-01-09 16:38:54,20250109
c65fdffe-c5ee-425d-bb3c-9ad21b7660ef,378,进口,98,2025-01-23 22:29:23,20250123
8158fe42-8cff-446c-8ac6-2d0c448df63a,18,饮料,11,2025-01-03 13:15:18,20250103
3289eab1-6977-48cd-8168-ea8bf19e1954,628,零食,38,2025-01-25 18:08:11,20250125
da1da3ec-da1e-4702-b65a-138a3fa890db,495,进口,22,2025-01-01 10:22:01,20250101
85dbe268-c87c-4cd9-a916-7370027a89c8,101,礼盒,96,2025-01-19 16:10:01,20250119
64e2f91c-5115-4690-bd91-6b280deac748,190,饮料,76,2025-01-04 22:08:49,20250104
b3fb62e7-c227-498a-9d47-81d2960dd82f,192,零食,67,2025-01-10 15:16:11,20250110
06b3826b-b94e-42f1-8a75-680c75bc65f1,87,散装,71,2025-01-30 12:19:55,20250130
617bf0a0-6108-45ee-b498-e85f7a18d529,745,成人,61,2025-01-21 19:29:29,20250121
0a266349-ed3b-40a3-bc32-a8671dbedfd1,733,网红,58,2025-01-07 17:07:42,20250107
6c1324dd-f4aa-4005-8ecb-7d3f293a0b98,720,国产,29,2025-01-05 14:02:45,20250105
c1490849-0972-40f6-bd20-2f83ddb99df6,218,热卖,95,2025-01-11 23:06:40,20250111
311f611c-1e63-4351-9a48-8efd388b5c85,592,儿童,66,2025-01-03 22:29:16,20250103
46a84371-c67d-4a3c-8674-58dca92c9c99,888,新品,21,2025-01-30 19:13:47,20250130
8d600459-5ddf-4cb4-ac3b-9dc848935945,829,特价,42,2025-01-11 18:55:15,20250111
a9830c73-fc9f-49d6-b957-984967a17dd5,277,年货,38,2025-01-21 18:07:20,20250121
8be56fc9-6be7-4e1f-b2f0-da40910bfa81,296,网红,71,2025-01-08 21:59:03,20250108
386002dc-567c-41e5-bbbd-49d8368b9202,241,零食,70,2025-01-16 12:56:18,20250116
53d10010-67de-46ab-805a-9c143ee10a8f,415,饮料,55,2025-01-17 17:35:48,20250117
8c4c46f0-2cff-4678-89b2-e9e8272c457a,951,促销,39,2025-01-28 16:41:07,20250128
b17f44d9-f6ed-46f2-a295-c86b40ef19f6,828,饮料,73,2025-01-24 12:23:47,20250124
8c53fbf0-dfe7-4a60-937c-a400b1872dd9,255,儿童,43,2025-01-28 20:37:12,20250128
fd7d7c47-ebd6-4a12-b401-6348a41817f6,50,年货,42,2025-01-23 23:36:43,20250123
27cec685-5c99-4705-9093-95810d6e15f3,559,零食,55,2025-01-31 19:01:33,20250131
5a3f2afa-0da9-4366-976e-81056b48a770,341,爆款,45,2025-01-07 18:33:18,20250107
69a41c13-21a7-47ec-be8b-d373d62a6fe3,677,健康食品,78,2025-01-01 18:57:45,20250101
e43c7185-2de8-4461-bd4e-68388ca34586,48,爆款,61,2025-01-13 19:15:30,20250113
94f358a8-e4f2-4039-ab0d-227d6c696feb,363,热卖,71,2025-01-14 09:38:35,20250114
ed3a1a2f-66d1-46c1-a4f7-3fa74d3843fe,101,成人,31,2025-01-08 18:03:22,20250108
40dffedb-c915-408f-a4e9-dc6bc178f4cd,469,新品,47,2025-01-09 17:01:11,20250109
33615751-a09d-453b-b1ce-1c4ae34baf5d,128,爆款,23,2025-01-09 23:43:03,20250109
fd853e70-e1e7-4af8-8f35-83e4f665c22f,645,有机,55,2025-01-29 18:01:15,20250129
76d68365-96e0-4fdd-833c-bc231257c519,231,促销,5,2025-01-19 15:24:34,20250119
201ac6a9-6379-49da-9fc5-9d13f5eb678a,276,新品,39,2025-01-05 11:07:01,20250105
af3244df-9c72-40fe-a2cf-62fc4d02d08a,854,促销,50,2025-01-25 09:40:40,20250125
5d0d2b24-f9ac-4868-b48a-1dceed21e6f7,929,促销,82,2025-01-01 20:23:12,20250101
524863ae-09b0-440a-b1d7-654faa006fc6,434,进口,56,2025-01-19 14:01:39,20250119
e1a662b0-e5ef-4149-9105-b204e90f89a0,128,进口,49,2025-01-30 14:19:38,20250130
6d476bef-aaed-40d4-a8b4-8f4aaa1bf105,331,儿童,58,2025-01-28 09:23:47,20250128
8f62e3c9-5dc6-43d4-9616-1d1ca4740e68,589,饮料,34,2025-01-31 14:54:46,20250131
54a716c9-bfd8-4f4b-acbb-1f863295f6f0,197,进口,24,2025-01-12 18:40:18,20250112
00b91653-c845-4a6c-9c8a-74ff8a71cdb6,615,有机,10,2025-01-26 15:12:05,20250126
10ef4e1c-25cc-42ef-873d-1eb9b4ec8ed3,736,饮料,72,2025-01-23 12:43:04,20250123
8e14bddc-ead3-4662-94b4-2298cf493e16,223,礼品,63,2025-01-04 11:43:02,20250104
12ca46df-45f4-426b-bf8b-b73042f3bbcb,991,礼品,4,2025-01-16 14:59:46,20250116
0c1369ec-5bb4-4017-b9be-d302d1d63763,512,礼品,77,2025-01-29 09:28:47,20250129
0bc74280-b819-4df7-bb18-3c24dd4f360c,708,热卖,71,2025-01-26 11:54:36,20250126
5500790d-b94e-4d08-8ee1-0f9299c5e873,711,进口,50,2025-01-25 22:58:00,20250125
6cf66a8a-3fa6-4144-b454-74ce5d9be30a,520,促销,26,2025-01-31 21:32:42,20250131
885371e4-a4a0-4929-be63-732da5a312fb,329,饮料,77,2025-01-27 14:05:27,20250127
76c3795a-3a58-4069-8e61-71181f81da38,546,水果,85,2025-01-18 14:14:57,20250118
fd2782bf-281f-485e-a44d-99d1f23c7ce1,301,散装,96,2025-01-06 23:08:50,20250106
00ea3c40-0b47-48e5-8a9f-b56f78b4bf20,276,饮料,47,2025-01-02 11:54:58,20250102
f5697fc5-f753-44d0-abb7-33a46b1051c6,287,热卖,80,2025-01-10 14:38:14,20250110
b73e1c9d-a8c7-4c5b-8ba4-32810a28081a,252,成人,37,2025-01-17 16:30:42,20250117
c4b19ac9-d075-495f-b872-53f2f55121d3,878,儿童,23,2025-01-08 18:52:13,20250108
2e15636a-c3b9-4d72-ab48-657c40d4072c,936,特价,99,2025-01-12 08:05:52,20250112
0af21ccf-a408-47cd-af05-6fc053524602,585,进口,20,2025-01-08 19:33:18,20250108
c805944c-0e65-4713-9917-00a9e219f4e9,187,网红,5,2025-01-28 08:02:13,20250128
8dc5187a-6c9e-4b9f-b00f-2800b5034b6f,738,散装,18,2025-01-06 08:07:58,20250106
7e38a824-345f-40ae-9856-34f482e4ddc7,114,儿童,30,2025-01-13 20:03:54,20250113
568ac997-9864-4e55-9056-2914f1d81fd5,373,新品,46,2025-01-17 19:20:44,20250117
99141fdc-8112-46de-b725-d3812fd9850d,557,水果,91,2025-01-02 19:06:40,20250102
f253ceb4-479d-4d94-831d-9892b5a9cbd9,948,热卖,12,2025-01-30 22:54:43,20250130
47711a34-6ca5-47de-a005-016d866e3604,430,礼盒,38,2025-01-10 13:24:50,20250110
727175e7-b1a7-4c3c-b7ce-e6f94db1a841,489,零食,33,2025-01-10 15:26:31,20250110
72568b34-5536-4c86-a338-07d911838cfd,514,饮料,7,2025-01-21 10:05:01,20250121
7aa049f3-8868-48fb-a76f-3b71d060c8b2,403,爆款,80,2025-01-21 13:41:55,20250121
1b15b70c-4606-4ce8-8f02-bb8dcd1f59a5,673,礼盒装,62,2025-01-04 14:59:20,20250104
1a762538-2adf-4c69-a098-4d56b580985d,144,新品,20,2025-01-09 19:25:17,20250109
89282836-17aa-48cd-b567-e0498a7d28a0,93,国产,63,2025-01-16 18:47:13,20250116
05654069-dffb-49b3-b692-8a80bc00b788,795,网红,57,2025-01-25 10:00:23,20250125
5b2d481e-9fe4-4570-b764-4ea4ce97886a,395,网红,27,2025-01-06 19:26:22,20250106
625a41d3-ba55-4dad-a719-5583dc81f56c,869,促销,70,2025-01-16 14:16:12,20250116
a8ea423a-7da2-4dc6-ae9c-c5b766f8ef6d,26,零食,4,2025-01-18 10:39:03,20250118
22310208-7d96-4983-b8d4-e95cda827a35,936,水果,17,2025-01-06 16:11:01,20250106
a58fbf5d-b386-4e64-872b-dd3bd63b1713,29,热卖,51,2025-01-15 22:24:50,20250115
ca070c72-aa39-4b1e-a0f3-0dd4b778e9b2,597,新品,98,2025-01-29 12:23:42,20250129
c0449cc4-0967-4bf2-857e-e4d7ee7c18a8,114,年货,17,2025-01-16 23:18:19,20250116
4511c82e-c5e2-4408-9784-36113da5f647,179,水果,62,2025-01-24 17:32:18,20250124
8f2231e7-f0c9-4ed4-94ef-ab04e8d8893f,260,礼盒,10,2025-01-24 13:50:31,20250124
799228b8-db28-4135-8b6a-b7125df25aa2,760,促销,61,2025-01-23 16:03:42,20250123
9e8da153-9070-477d-8e9f-4899943fbecc,492,年货,56,2025-01-18 10:12:27,20250118
54cc7ab1-1fbc-4b98-8c3e-0d4ec183856e,778,礼盒装,86,2025-01-03 21:33:18,20250103
25ad7ff6-8ff7-4416-aa77-b468adbc7864,394,网红,89,2025-01-28 10:40:09,20250128
fe8f6920-4082-4351-8f0c-d1d13424506f,609,促销,12,2025-01-17 12:28:56,20250117
12f4990c-35bc-4fe6-8fc3-af266300f759,809,新品,1,2025-01-10 19:41:58,20250110
60648b80-fabc-4e8c-b87f-67fff74e2333,784,有机,26,2025-01-19 22:15:55,20250119
90c2f8fc-8a0c-4eff-bf5b-4814f6300584,534,儿童,6,2025-01-29 09:38:59,20250129
a9ed3541-4cef-4d1f-81f4-df024dda31e3,862,健康食品,76,2025-01-08 13:45:17,20250108
b8456f53-0e3c-4111-b4eb-dd2b77779e04,509,饮料,38,2025-01-18 19:47:09,20250118
ca80a503-77f6-4e2a-828d-b1eded71a3e3,237,爆款,40,2025-01-20 22:40:42,20250120
542189a6-c62c-4bca-9a23-ac4de0bda262,901,有机,85,2025-01-30 17:52:24,20250130
3788e31b-9b5a-4b1f-8ef3-15075fc5441a,264,礼盒装,56,2025-01-10 20:16:30,20250110
134ead25-6cee-4b08-8474-39b24cfa4a83,256,年货,11,2025-01-28 18:36:07,20250128
5997f9b8-a012-4a0b-bb0a-6db881ba98da,131,健康食品,93,2025-01-01 10:49:23,20250101
682dc940-79e0-4f39-8d8f-5ddfdeb3bb01,774,礼盒装,46,2025-01-03 10:22:56,20250103
c3c21bd5-ac71-4978-9f19-69acb71c334d,436,礼品,68,2025-01-31 10:10:12,20250131
789e58e0-1e8b-4f36-839c-28f1687f57ec,673,礼品,23,2025-01-14 20:02:32,20250114
a1bdf567-fb7d-4222-b030-dcbe4deff424,104,水果,32,2025-01-08 12:15:23,20250108
ced82b6e-4c41-477b-b675-0bec9a24054d,177,特价,93,2025-01-22 18:45:10,20250122
2aa0cef0-a976-43d4-ba48-c1b84147e3db,20,有机,11,2025-01-09 17:23:28,20250109
ad44e9aa-c057-43d8-9477-0d574427357c,106,饮料,12,2025-01-16 20:34:42,20250116
248d369b-6fb6-445b-8e76-b40ebba40610,285,儿童,7,2025-01-25 14:53:10,20250125
657eb5f9-314f-4341-80f0-47f77df37e5e,524,年货,38,2025-01-28 23:12:03,20250128
524dcd2f-f993-442c-8d5e-4b00c8d4f89e,450,新品,57,2025-01-03 16:11:14,20250103
48a35de0-1c0e-4e2b-9615-5a38a3b4a047,697,爆款,98,2025-01-31 16:45:21,20250131
5b2497b2-4766-4072-845e-457668fa610f,970,网红,97,2025-01-12 11:28:48,20250112
bc46ab63-0dbe-4c50-86b2-b601f31911c3,417,特价,90,2025-01-21 14:00:04,20250121
19867428-d1a6-46e5-8cde-c871951ae85c,460,成人,12,2025-01-09 22:25:23,20250109
0a02cdc2-fdd4-4866-ab19-22083a1bd18c,76,进口,51,2025-01-31 19:47:36,20250131
3d7fbd97-4b13-45c9-90cd-6492325dd697,689,水果,57,2025-01-30 19:21:40,20250130
fa70f157-84a1-4657-a75d-fbabee2448c5,79,有机,56,2025-01-05 20:16:09,20250105
84995b58-40f1-4362-acb7-53006dfcfcac,96,促销,62,2025-01-02 11:30:55,20250102
2209c50f-5117-4df9-89c9-c65ba5f90f0f,836,礼盒,78,2025-01-30 13:56:11,20250130
a019fd10-7b1e-488e-8b71-d02db89622d4,969,年货,73,2025-01-31 17:21:12,20250131
49576f37-e015-496c-8b14-7936b4c132bc,289,促销,13,2025-01-13 18:05:24,20250113
893ee554-f021-4598-91eb-4c96bb80d2b3,275,零食,4,2025-01-18 08:50:21,20250118
9fbb7135-0eaa-46fe-89cb-b8b69920c3cc,531,零食,86,2025-01-17 18:46:14,20250117
7537bbb6-2f49-4fbb-b9fb-277fcbe46c31,20,国产,98,2025-01-22 16:49:10,20250122
d88c133e-35eb-4e34-8589-2613c63be73f,713,散装,76,2025-01-20 20:44:06,20250120
0bc1b625-fa78-4a78-b6b1-1d592f6056dd,813,礼盒装,55,2025-01-02 22:37:34,20250102
cfa26fca-e7b3-4638-a547-0fcfff8e9b54,108,礼品,64,2025-01-11 10:14:06,20250111
3a4a44ed-eec3-453b-9e2c-ac21d8e323b4,79,特价,58,2025-01-01 22:33:47,20250101
75a6a70e-2f90-4211-a491-819f79f29ecd,953,年货,55,2025-01-30 16:44:37,20250130
a129f546-3f3c-498d-b7c3-930c0a4b13cc,903,特价,56,2025-01-28 23:04:27,20250128
77cdaa4d-6be3-4369-bf05-9f9bd0a4acff,539,进口,56,2025-01-16 09:43:36,20250116
1e3d8982-cb68-4376-8d11-963546d43ccd,436,礼品,23,2025-01-16 18:07:46,20250116
f269edca-0841-4f66-8def-22522038db06,850,新品,19,2025-01-01 14:35:59,20250101
71ea056f-e911-46cd-8404-774b5fafb5e7,307,饮料,9,2025-01-21 19:29:39,20250121
38cd076c-8931-4610-9b92-756835302123,956,水果,86,2025-01-28 18:58:18,20250128
050450f9-0f63-47a4-a61d-8c7593f775f4,804,礼盒装,72,2025-01-12 08:25:32,20250112
b291e1d5-660c-41dc-8a10-a2473a937fa8,567,水果,11,2025-01-11 10:06:34,20250111
b1d3a4e3-891b-4076-b34a-6090ce8b5683,502,有机,35,2025-01-13 23:54:34,20250113
e5a8f0a0-bb51-4c39-9475-b41d9931db1d,329,年货,90,2025-01-17 09:35:49,20250117
d3dae90f-4b4f-405d-94d9-3aae83529588,464,新品,59,2025-01-09 20:55:26,20250109
9381e2be-bfb1-48a2-8026-315eaa1a557b,586,特价,38,2025-01-22 11:44:24,20250122
514864f2-458b-4e08-b98d-c9ebb5d77383,801,有机,98,2025-01-01 12:12:06,20250101
9118f063-a284-4cd2-b443-22cabac5c325,395,礼品,26,2025-01-24 17:11:43,20250124
564c387c-ac05-471b-89dd-9738f64061c0,353,国产,13,2025-01-20 20:37:39,20250120
5b94a688-c6a1-48ea-8f7a-e6f06131d6d1,651,散装,46,2025-01-31 15:52:57,20250131
a77498f7-4be8-4d96-ae4c-8d0a9d2de3e7,433,礼品,38,2025-01-15 08:02:06,20250115
ddefc745-4d07-49df-b50e-2ba26db0096b,173,爆款,81,2025-01-12 10:40:09,20250112
d4f82894-32c6-416e-82ea-7b6b8f825c19,532,国产,69,2025-01-31 09:11:14,20250131
407f0ad9-4246-4ebf-ac75-1c54d052e666,551,年货,38,2025-01-20 14:02:12,20250120
