order_id,product_id,sku_id,user_id,pay_amount,pay_num,pay_time,category_id,dt
02a9b72a-c225-4adb-bff1-16faf39a2da9,79,813,145,278.72,2,2025-01-21 21:06:39,4,20250121
f592b141-81b5-4169-a9e1-e7b79265cc1f,63,457,345,207.08,2,2025-01-08 09:41:19,8,20250108
943aaeb3-4754-47b9-9376-3b8d5fd0dea2,90,116,654,586.11,3,2025-01-23 18:26:04,3,20250123
9a7f4e78-afe4-4251-96c2-03c7757a5d6d,45,836,236,100.8,2,2025-01-31 19:38:45,1,20250131
d6972d6b-5a95-40be-8054-0e1d6d837038,38,392,129,591.92,4,2025-01-26 21:32:49,2,20250126
33ffabd9-abd0-4e3a-9a23-a674e9a3eef5,75,58,190,498.64,4,2025-01-30 21:43:52,5,20250130
f9804ced-a1d5-4d42-9ca5-62c821c9ab1f,12,624,408,667.56,4,2025-01-18 20:48:32,5,20250118
e463b1df-46c6-47cd-be7a-d821d9d17580,25,6,548,381.1,5,2025-01-02 19:53:50,7,20250102
ca2c0e3b-be37-472b-92e6-de04b87547ee,67,334,954,378.45,3,2025-01-02 14:05:40,1,20250102
d1824d53-7b3c-4b5a-98eb-b526b0590219,27,648,330,255.42,2,2025-01-07 13:52:36,3,20250107
13a9997f-8834-46ce-86d1-c97179bd0a4a,67,639,631,504.6,4,2025-01-14 17:03:44,1,20250114
43ee0d56-0b7a-4e32-a121-629996e7d6a6,37,558,302,105.44,2,2025-01-21 21:58:15,1,20250121
afb8bd87-ca42-4864-bc5c-77db10c1677d,91,679,397,163.16,4,2025-01-29 20:16:06,1,20250129
0ab10562-e9a3-4dcf-80b8-69cfc0a4f475,63,708,248,310.62,3,2025-01-05 10:51:34,8,20250105
6ba43d16-13e7-4eee-afc7-be196ddb20f6,64,643,618,384.76,2,2025-01-01 18:26:18,1,20250101
f120bfeb-843e-42c4-afaa-31fd1dfa4791,68,403,536,561.96,3,2025-01-21 12:08:25,6,20250121
28816fbe-dd02-4493-9f1f-a66a03c98068,82,327,869,777.95,5,2025-01-16 09:38:46,6,20250116
46878c34-6d80-4656-986d-0d8030be76a9,22,792,42,665.75,5,2025-01-11 10:26:43,4,20250111
dc16044f-a404-4bac-8244-5a0d8ed5a63a,68,403,144,749.28,4,2025-01-18 13:22:16,6,20250118
8c8d851d-b0c7-4e95-8362-b5525e99dfed,29,114,346,388.76,2,2025-01-15 16:57:13,5,20250115
7dc32525-6bf9-48d6-8742-a33894b7d9f3,99,883,403,53.64,4,2025-01-17 10:08:42,5,20250117
1ddea34d-521a-49bf-ba63-a693ebc9584e,33,246,453,874.35,5,2025-01-13 12:17:00,2,20250113
83bc0105-d80e-470b-a807-390b1c50a11c,60,829,733,423.39,3,2025-01-28 20:16:16,7,20250128
22c374b4-3348-422e-8487-df82eca9c98e,39,482,411,154.5,5,2025-01-06 22:49:08,3,20250106
b4987a84-431e-4ec2-ab0c-3c900a38a9be,15,670,183,299.6,5,2025-01-17 21:21:48,7,20250117
9754a4b7-946e-4b34-8718-f6e2b9bfac01,60,178,381,282.26,2,2025-01-03 16:23:04,7,20250103
a924966b-7200-48b3-bd05-a44ef133f16a,71,407,267,379.47,3,2025-01-23 19:09:40,8,20250123
ba7a3dc0-dfc8-40bf-b2e0-47ebfd289b09,81,539,641,166.88,1,2025-01-21 16:01:45,7,20250121
ef7dc0da-e434-4ac2-b27e-c6037f37ac42,57,597,727,300.6,3,2025-01-01 14:51:56,7,20250101
9c890fbd-0143-44a2-a903-1c94456ead4b,54,182,471,878.2,5,2025-01-17 09:31:26,4,20250117
73e42309-c625-4771-ba47-42e88c8ff1b3,70,907,122,134.66,2,2025-01-17 13:07:14,8,20250117
77b44f3a-65ad-4d7f-9080-6a87c2e6fc09,64,869,202,384.76,2,2025-01-06 16:27:02,1,20250106
db7ecfcd-b335-4d4f-9a50-c9796c0b049d,23,332,372,172.14,3,2025-01-12 18:18:34,3,20250112
9f86ed37-dfe8-40d0-8173-76999eb81a34,97,456,122,689.1,5,2025-01-05 13:52:51,7,20250105
615411db-d9c5-4ccd-b406-6e69415bec2e,25,426,317,152.44,2,2025-01-13 22:00:42,7,20250113
573e5162-d532-40a2-bc31-2f5fb9c013c3,46,409,110,422.96,4,2025-01-04 16:27:44,2,20250104
7bd838fe-48ad-40ce-8f74-67df3481ef46,83,956,672,565.1,5,2025-01-26 13:06:06,8,20250126
a2b468a4-412d-4cd4-b833-712c23fdb6c4,38,915,886,591.92,4,2025-01-04 09:41:06,2,20250104
64d0ea7f-1ee7-434d-aee6-595ec43fe582,88,307,849,276.62,2,2025-01-08 18:41:42,4,20250108
6bd7f6ac-0dbd-4a2f-aa3e-57249267dfce,31,972,533,270.99,3,2025-01-19 17:52:41,5,20250119
bc03f603-c23a-45c0-b3e4-1365ea53da4d,91,9,138,40.79,1,2025-01-09 13:35:57,1,20250109
c35b65a1-ba78-4212-ad66-b64e42ca09ea,57,998,937,100.2,1,2025-01-15 16:04:08,7,20250115
605f3e1a-fe86-4398-9a38-ea4580610356,44,358,5,600.75,5,2025-01-11 15:41:32,4,20250111
016fde99-43b3-4211-a85b-659e2f20e152,58,350,500,113.79,3,2025-01-27 18:06:43,1,20250127
517dd15c-1823-4f9e-b327-a7ecf23f5f52,68,127,30,374.64,2,2025-01-19 13:00:58,6,20250119
fc04cd62-90a8-4751-b4a3-e72d4fd42ed3,69,934,171,115.04,2,2025-01-26 21:56:48,4,20250126
39dfcfd9-f11e-4c41-8122-53469637c606,52,394,620,43.16,1,2025-01-19 19:02:55,4,20250119
d3086c30-7a8e-4f53-8902-e7c229534cf1,72,928,34,330.87,3,2025-01-20 21:24:20,2,20250120
fc8f4ae9-d6c9-4b7c-a344-59614be6766b,60,829,330,423.39,3,2025-01-05 20:36:15,7,20250105
b3a8b578-924e-4319-ac67-635e1d769b3a,41,625,990,577.2,4,2025-01-05 22:26:40,4,20250105
8995e534-cc8d-42e8-ae37-5c694df1d028,22,216,900,665.75,5,2025-01-05 17:00:59,4,20250105
51ac3cf3-44a0-43fb-b75a-3c12dc8c9754,53,34,568,87.84,1,2025-01-13 14:26:11,3,20250113
9178abfd-5824-4b9e-8202-78b1583e6f17,4,950,884,48.41,1,2025-01-01 14:37:34,2,20250101
ed5cb29c-aaab-45d9-8257-e87bdf5b2d26,2,321,1,66.12,2,2025-01-17 21:35:32,4,20250117
95a508f0-4d21-47fe-9893-dfb12f3b99ec,59,719,560,371.46,2,2025-01-01 14:59:12,5,20250101
e5019a60-6a6e-4826-9dc9-eb96fad0110e,62,429,53,302.2,2,2025-01-13 22:33:47,1,20250113
13dd13da-d711-4b16-ab5b-8935dd046b8e,59,123,880,185.73,1,2025-01-30 21:12:00,5,20250130
59e6ebdb-d56a-48a0-884f-176bd49fb2ad,55,229,210,31.6,2,2025-01-18 10:57:48,2,20250118
dfc92491-929e-4c94-adee-58369942233a,49,814,172,97.16,4,2025-01-28 20:37:29,4,20250128
af0ca3a4-9dfe-43ba-925b-c1c7d934ff37,45,836,999,50.4,1,2025-01-04 14:17:04,1,20250104
e459e000-8cae-4832-879a-9ee2a5acffd1,1,701,466,21.68,2,2025-01-19 17:03:28,2,20250119
4f4f33d0-ab60-45a6-bb11-db65701965f2,22,912,316,665.75,5,2025-01-24 11:39:42,4,20250124
b1295ec9-efcc-4f9c-bcdc-72b1f21ced45,85,618,222,671.6,4,2025-01-28 22:59:09,1,20250128
23a1601d-666e-4c96-97ee-871276ce045d,31,377,172,451.65,5,2025-01-11 17:49:54,5,20250111
dee36441-04cd-4c2e-81fb-23275ba0aa7d,75,942,661,498.64,4,2025-01-23 15:12:35,5,20250123
b3634a84-3455-4b2e-a43b-2324c0dc50f1,45,713,55,50.4,1,2025-01-21 13:39:20,1,20250121
493e2f0a-9758-441f-b93e-e11808671097,96,556,369,347.34,2,2025-01-20 11:49:49,5,20250120
41fc297f-1bf0-4ab3-9184-788baf0ba8ba,45,606,914,100.8,2,2025-01-12 22:33:32,1,20250112
c802a37a-5799-4f0b-aae5-d61728d04336,52,214,836,215.8,5,2025-01-17 19:14:16,4,20250117
992f4e03-f81c-432e-8951-72e5ca9a6327,11,812,359,194.77,1,2025-01-20 10:56:27,2,20250120
78fec9e5-b9e4-45ae-b2ed-f4a1126bab9f,27,56,602,255.42,2,2025-01-11 17:31:23,3,20250111
4f6e67d4-e3e4-4fc3-86db-050dbf5841fe,75,58,305,623.3,5,2025-01-14 10:17:46,5,20250114
5e0bd249-06a2-4653-a2ed-08b6f3224ae8,42,797,668,361.04,2,2025-01-03 15:29:36,8,20250103
a814e27c-42ed-4f3a-9ef6-6eb7a5e2d949,100,871,699,736.65,5,2025-01-02 11:29:38,6,20250102
8275ce54-1c33-42f6-891f-5ec407f6cbf9,43,408,83,247.9,5,2025-01-24 20:06:17,4,20250124
61fe8c7e-d1a6-4970-8eaf-935f0f246c3a,16,656,526,149.82,2,2025-01-26 10:35:39,6,20250126
5a48c3e7-d282-484c-bfb8-1ecc05c72362,39,563,277,123.6,4,2025-01-09 14:50:33,3,20250109
475a87d2-3f0c-45ac-9d3e-c8af78ea0f36,6,891,431,186.28,2,2025-01-19 13:02:53,4,20250119
8f101988-6deb-4675-bc22-77825e49a5cc,67,595,753,378.45,3,2025-01-06 17:58:49,1,20250106
2f19edf1-957e-485c-a343-a0acacc11a5f,64,569,849,192.38,1,2025-01-18 22:01:56,1,20250118
e726eed9-9aa1-4092-a2ed-7428468996a7,3,264,822,482.2,4,2025-01-02 17:40:42,2,20250102
05d0658a-36b6-4c75-9aed-ff62fef0c765,64,643,988,384.76,2,2025-01-01 10:36:57,1,20250101
708b8ef0-5d08-44c9-8f15-43804eba0c61,58,350,674,75.86,2,2025-01-25 19:42:20,1,20250125
2ffec711-d5ea-4587-ade6-7a4b6eb5f285,45,836,895,151.2,3,2025-01-30 18:08:21,1,20250130
f79b0704-e0bb-47d4-becc-bb79b4f0c752,90,453,838,781.48,4,2025-01-21 15:32:01,3,20250121
b9fb454c-8f19-4334-8090-dab3b71ff6ed,14,611,114,985.6,5,2025-01-20 20:00:00,5,20250120
d5aa6970-769a-4ca9-a12c-e68cabf34496,20,479,301,324.34,2,2025-01-05 21:13:24,1,20250105
478d8a4b-b5e5-4fe7-ba72-e695f044b900,62,191,139,151.1,1,2025-01-20 19:43:18,1,20250120
9c199bb4-89a0-4023-87ca-e244c3b72bf6,89,107,918,779.64,4,2025-01-30 14:07:36,7,20250130
e5805216-c6b9-4fb0-b9db-820cad78d9ff,40,397,52,229.64,4,2025-01-21 16:57:08,3,20250121
51671dcb-249c-4d21-a794-09eb7ae5c5d1,89,562,858,389.82,2,2025-01-20 14:51:30,7,20250120
023e5698-3a9b-49e7-820e-159af8f134db,37,558,249,210.88,4,2025-01-10 17:30:31,1,20250110
286b76a8-d181-410e-9715-1aca003ebacc,28,427,136,322.52,4,2025-01-31 09:43:34,2,20250131
11023ef8-e629-4dec-ba63-75ddb0c3171d,80,77,38,54.71,1,2025-01-22 17:38:01,8,20250122
773ee8b3-a8fa-47e0-9181-8f3f243dbc5a,32,262,315,778.16,4,2025-01-23 20:53:26,5,20250123
e5d69e3b-deee-4941-b632-91087909f881,65,31,911,364.29,3,2025-01-21 21:43:05,2,20250121
68c8ea70-777d-4295-a0bc-a353c9235993,20,266,16,324.34,2,2025-01-25 11:02:43,1,20250125
125d591a-07fe-4644-b168-2df05aca9330,62,682,256,604.4,4,2025-01-11 21:55:36,1,20250111
a6356a2d-b67f-4904-a856-a24ac48528e3,72,952,954,220.58,2,2025-01-07 21:52:27,2,20250107
fde8821e-7dd6-433a-be6f-517b5ba5520d,45,606,746,151.2,3,2025-01-17 22:30:24,1,20250117
0862034c-453b-49b3-abb8-e22a93cd9b0c,66,631,332,943.3,5,2025-01-12 14:08:21,2,20250112
255d0c2e-42c6-4557-827d-7bbb1b9b0df1,47,20,781,442.4,4,2025-01-31 15:56:34,4,20250131
cc2e9f2a-877b-410a-8df0-ad7eb3fca6b2,68,403,318,749.28,4,2025-01-13 13:32:30,6,20250113
549fc48a-faac-4251-8d70-5408c6361714,29,84,56,194.38,1,2025-01-28 17:30:07,5,20250128
6412347b-0d5e-4502-9726-1a8cd100e263,52,394,869,129.48,3,2025-01-06 14:22:16,4,20250106
169d78e5-cf30-4422-a414-3ffbf202aaeb,80,776,140,164.13,3,2025-01-08 12:18:28,8,20250108
bb2b3cd4-2723-45e4-a1ab-9be1aac04b6e,66,74,467,565.98,3,2025-01-19 13:40:40,2,20250119
e3dde399-3235-4444-bc98-2c023ff1d706,89,841,381,584.73,3,2025-01-01 13:52:07,7,20250101
9f71eb87-89c7-4a0c-b7f0-50c08bd76d0c,50,183,494,171.48,2,2025-01-02 14:42:47,7,20250102
e16c2b8a-1062-4855-9e9a-1e5404e12c8d,43,78,536,49.58,1,2025-01-02 15:38:58,4,20250102
c1b97a1d-b9fd-4724-8adb-706f8ee5c3b1,16,416,661,374.55,5,2025-01-04 18:25:41,6,20250104
a79244bd-79f5-4d97-8a75-0417ba59a9cf,84,962,334,83.07,3,2025-01-15 22:55:23,1,20250115
23a2ba34-383b-425a-82e6-0b38f497d42a,74,724,682,61.28,1,2025-01-19 13:10:11,6,20250119
ab8b69b5-cfc3-4fd9-bdfc-d010e83c650b,83,319,79,339.06,3,2025-01-07 12:56:59,8,20250107
b9856c4a-7247-41d5-aa53-841fc9e27d77,60,125,533,141.13,1,2025-01-20 19:39:29,7,20250120
3e3e2c59-b6be-4c8e-bf34-87b4f42f9e3f,89,524,714,779.64,4,2025-01-01 22:06:45,7,20250101
ff29e5f3-fbec-4f18-87db-a60c15613fd8,25,438,850,76.22,1,2025-01-26 16:18:52,7,20250126
96996ac0-e575-45ba-b8ce-c9d857d6a321,76,743,619,560.25,3,2025-01-09 17:39:00,5,20250109
a59a9def-ec42-4d38-9820-cebd4b7f6ad4,29,923,588,777.52,4,2025-01-05 16:06:16,5,20250105
8bc70162-997a-48e8-b835-4b1c757919f2,78,280,795,176.49,3,2025-01-25 13:30:16,3,20250125
622e2a59-c3d0-4f43-b7c6-1c731fddfcbc,69,934,733,115.04,2,2025-01-16 15:44:33,4,20250116
9fe32844-2fbd-4cac-961a-7cd715d6f2f7,81,889,718,166.88,1,2025-01-17 15:05:25,7,20250117
e251c5c6-5626-4135-b62a-4c38f4c747d0,59,623,991,557.19,3,2025-01-30 17:42:30,5,20250130
f8df2192-9c9c-4fef-b24e-0790f82da798,8,552,84,95.52,2,2025-01-24 14:33:43,3,20250124
2d599501-a295-414e-9e42-de59470b1edc,41,130,927,144.3,1,2025-01-26 18:26:40,4,20250126
08a89420-32ab-4b17-aed0-e7cfdf61c25c,95,16,881,134.04,1,2025-01-23 16:53:36,1,20250123
472f4823-567b-47d0-8869-913e89942715,18,693,380,79.6,1,2025-01-11 12:42:04,8,20250111
300910d5-0848-4201-8839-726b09790043,39,30,929,61.8,2,2025-01-11 20:54:31,3,20250111
316d0c25-bd5d-405b-8b27-e8f01d625ecf,39,968,637,92.7,3,2025-01-21 21:34:48,3,20250121
bb69a5f9-a69d-48a1-834e-930005e750dc,55,500,579,47.4,3,2025-01-12 17:48:28,2,20250112
7ee9465e-030d-4a7e-b79a-1a6ffa9568d5,22,553,93,665.75,5,2025-01-28 22:06:40,4,20250128
eaed3ebf-65a6-42af-a9f5-c035fdfceec2,31,660,112,180.66,2,2025-01-08 09:31:33,5,20250108
aadff76d-87b8-4e29-86aa-1c765c1a0b58,31,383,941,451.65,5,2025-01-26 17:44:44,5,20250126
a03e596d-82c6-480b-98fe-47cf2a0ba418,31,972,336,270.99,3,2025-01-10 10:10:47,5,20250110
b2a63490-1ef2-4afb-9613-5fb4ab0191ca,23,593,58,286.9,5,2025-01-19 20:11:12,3,20250119
b5210081-b73b-4820-814f-76876970a305,45,404,80,201.6,4,2025-01-31 20:11:18,1,20250131
376405b9-f168-4117-94d4-1cfeb3ba847c,23,904,790,172.14,3,2025-01-30 10:49:24,3,20250130
f61df874-311e-49b6-b302-5690fe250942,37,652,527,105.44,2,2025-01-07 14:06:58,1,20250107
9b3177ad-b438-4603-bb8f-d00b3257ff81,64,102,211,384.76,2,2025-01-27 15:12:08,1,20250127
026618d9-97e0-4c01-a640-69f0cbd75c1d,5,622,762,574.35,5,2025-01-04 16:16:40,1,20250104
8e120f7b-4e70-4c1e-b823-a1455e6f2108,100,864,238,589.32,4,2025-01-03 09:24:00,6,20250103
a4edaef6-4f33-4353-bae7-010fc2504852,27,509,3,510.84,4,2025-01-27 13:17:13,3,20250127
43e09fac-e5e6-4705-af46-6de65c8a4f57,49,242,742,48.58,2,2025-01-06 19:56:47,4,20250106
99c425ae-7365-440d-a525-deb56bbc8af2,91,679,607,81.58,2,2025-01-12 15:17:04,1,20250112
ddd33080-ccc2-4741-bdb9-e1783c56e709,5,994,339,229.74,2,2025-01-26 17:42:31,1,20250126
90353c91-808a-4470-862c-66fb7f295f1e,93,29,695,517.68,3,2025-01-05 10:23:46,1,20250105
4cb2398a-2021-49aa-b24c-a3b10a49be50,13,971,666,285.36,2,2025-01-21 20:14:22,4,20250121
d48a3967-1341-408f-947a-84ca8375660b,65,318,270,121.43,1,2025-01-07 19:24:59,2,20250107
54efe514-4ced-409b-806e-fcfd70d80d79,40,663,174,172.23,3,2025-01-24 20:50:42,3,20250124
2f5d391d-c9c5-4c8f-a206-16f4368cc3e0,97,131,342,275.64,2,2025-01-13 09:40:56,7,20250113
5dea7326-bf2f-4fa7-aa5c-aab52ac24115,22,279,913,133.15,1,2025-01-10 19:30:09,4,20250110
2c764de8-79c0-4ce9-8ddf-745fe9e6b64a,31,81,917,361.32,4,2025-01-11 20:59:23,5,20250111
b7bd9331-7679-4f0d-a658-81fb9be1e7af,3,187,375,361.65,3,2025-01-03 10:14:39,2,20250103
5add7b32-aa91-43f9-83de-27ef4a0cb002,18,693,866,238.8,3,2025-01-21 17:58:38,8,20250121
0218ef79-8efa-4759-b7c3-712d7eb7061b,7,866,37,565.72,4,2025-01-21 11:12:17,3,20250121
cb808dec-3234-4fa9-8e72-ae249fc88edb,86,43,343,178.74,2,2025-01-25 14:26:35,3,20250125
8ffc74c1-a5b7-40e4-b908-54d764e95523,66,74,569,943.3,5,2025-01-12 14:25:15,2,20250112
673c8710-afd3-445b-b41e-deec00b8015f,72,372,628,220.58,2,2025-01-03 17:49:09,2,20250103
f33488fa-281c-448a-a648-e89e4c231c54,68,748,574,936.6,5,2025-01-19 21:28:19,6,20250119
ed9f9213-69f3-4a7a-bb8a-eb3409eab91b,92,283,729,231.0,4,2025-01-02 09:55:22,4,20250102
7aa69360-9c78-4a4d-80e8-a80f813eeec4,26,542,472,23.63,1,2025-01-31 12:52:55,8,20250131
7aa0be0c-f255-41eb-875e-a10929ef74fb,81,644,592,166.88,1,2025-01-20 20:08:25,7,20250120
074a0216-f942-4c79-9640-020c9cd4d52c,33,824,27,524.61,3,2025-01-22 13:00:19,2,20250122
2dc3abef-dd41-4705-89d0-02f60569703d,2,750,696,132.24,4,2025-01-04 16:51:20,4,20250104
f8e53360-1edd-4c3d-9be9-21619c4e12a3,42,627,784,902.6,5,2025-01-27 15:22:50,8,20250127
775af23b-ff1a-4cba-992a-ee44b932610c,83,547,548,339.06,3,2025-01-20 19:47:02,8,20250120
7f9df85b-933d-4baf-b7f6-144505cbd3d6,64,569,207,384.76,2,2025-01-30 15:55:37,1,20250130
1dcf2a39-bb1e-46b3-ae89-32589d49d536,33,414,63,174.87,1,2025-01-06 13:11:02,2,20250106
46755106-f75c-45a7-b153-52819382fae2,74,97,847,61.28,1,2025-01-13 12:44:04,6,20250113
f71049a0-15c2-482d-bf8a-3557cd7eae4c,13,747,778,570.72,4,2025-01-14 22:36:30,4,20250114
88e8f002-a98b-437e-a6c8-b9ea85b16cfb,98,646,866,28.37,1,2025-01-08 14:37:05,1,20250108
bff64a96-f7dc-426e-882f-dc8da0f403b9,7,252,408,707.15,5,2025-01-10 20:09:53,3,20250110
