product_id,product_name,category_id,price,stock_num,price_strength,dt
47,商品047,4,110.6,9455,5星,20250101
48,商品048,8,53.13,7849,4星,20250101
49,商品049,4,24.29,7162,3星,20250101
50,商品050,7,85.74,964,1星,20250101
51,商品051,1,84.1,5659,1星,20250101
52,商品052,4,43.16,8886,4星,20250101
53,商品053,3,87.84,4663,4星,20250101
54,商品054,4,175.64,1335,4星,20250101
55,商品055,2,15.8,8956,1星,20250101
56,商品056,2,185.71,3972,2星,20250101
57,商品057,7,100.2,3634,4星,20250101
58,商品058,1,37.93,166,4星,20250101
59,商品059,5,185.73,7580,3星,20250101
60,商品060,7,141.13,9205,4星,20250101
61,商品061,3,42.83,3666,1星,20250101
62,商品062,1,151.1,1036,1星,20250101
63,商品063,8,103.54,8801,2星,20250101
64,商品064,1,192.38,1412,2星,20250101
65,商品065,2,121.43,3953,4星,20250101
66,商品066,2,188.66,9433,2星,20250101
67,商品067,1,126.15,6920,5星,20250101
68,商品068,6,187.32,3446,3星,20250101
69,商品069,4,57.52,2200,3星,20250101
70,商品070,8,67.33,1288,1星,20250101
71,商品071,8,126.49,9324,1星,20250101
72,商品072,2,110.29,8438,3星,20250101
73,商品073,3,187.04,1219,2星,20250101
74,商品074,6,61.28,7279,5星,20250101
75,商品075,5,124.66,8766,1星,20250101
76,商品076,5,186.75,1797,2星,20250101
77,商品077,5,28.38,1853,5星,20250101
78,商品078,3,58.83,3531,3星,20250101
79,商品079,4,139.36,4425,5星,20250101
80,商品080,8,54.71,898,1星,20250101
81,商品081,7,166.88,822,1星,20250101
82,商品082,6,155.59,4391,2星,20250101
83,商品083,8,113.02,7107,5星,20250101
84,商品084,1,27.69,2592,5星,20250101
85,商品085,1,167.9,9643,5星,20250101
86,商品086,3,89.37,785,3星,20250101
87,商品087,6,180.39,753,3星,20250101
88,商品088,4,138.31,1784,3星,20250101
89,商品089,7,194.91,2632,2星,20250101
90,商品090,3,195.37,3000,4星,20250101
91,商品091,1,40.79,5564,4星,20250101
92,商品092,4,57.75,1871,4星,20250101
93,商品093,1,172.56,3744,2星,20250101
94,商品094,8,73.82,3828,2星,20250101
95,商品095,1,134.04,6628,3星,20250101
96,商品096,5,173.67,4673,3星,20250101
97,商品097,7,137.82,8885,3星,20250101
98,商品098,1,28.37,4379,2星,20250101
99,商品099,5,13.41,9850,4星,20250101
100,商品100,6,147.33,5197,4星,20250101
1,商品001,2,10.84,4626,2星,20250102
2,商品002,4,33.06,1779,5星,20250102
3,商品003,2,120.55,620,1星,20250102
4,商品004,2,48.41,8379,5星,20250102
5,商品005,1,114.87,9028,4星,20250102
6,商品006,4,93.14,4657,1星,20250102
7,商品007,3,141.43,5674,3星,20250102
8,商品008,3,47.76,5614,1星,20250102
9,商品009,2,79.7,5981,3星,20250102
10,商品010,5,162.57,7603,5星,20250102
11,商品011,2,194.77,6301,1星,20250102
12,商品012,5,166.89,6050,5星,20250102
13,商品013,4,142.68,850,2星,20250102
14,商品014,5,197.12,3914,1星,20250102
15,商品015,7,59.92,6077,2星,20250102
16,商品016,6,74.91,4474,1星,20250102
17,商品017,3,109.61,4110,2星,20250102
18,商品018,8,79.6,9202,2星,20250102
19,商品019,6,169.5,1016,2星,20250102
20,商品020,1,162.17,6672,3星,20250102
21,商品021,2,46.92,9392,3星,20250102
22,商品022,4,133.15,6582,4星,20250102
23,商品023,3,57.38,4140,5星,20250102
24,商品024,5,150.91,7098,5星,20250102
25,商品025,7,76.22,2366,5星,20250102
26,商品026,8,23.63,871,1星,20250102
27,商品027,3,127.71,7016,5星,20250102
28,商品028,2,80.63,9863,4星,20250102
29,商品029,5,194.38,280,1星,20250102
30,商品030,5,155.1,5673,1星,20250102
31,商品031,5,90.33,7533,1星,20250102
32,商品032,5,194.54,3027,5星,20250102
33,商品033,2,174.87,5038,5星,20250102
34,商品034,4,35.64,2746,5星,20250102
35,商品035,1,122.19,8105,1星,20250102
36,商品036,2,186.24,5138,2星,20250102
37,商品037,1,52.72,9395,1星,20250102
38,商品038,2,147.98,1233,5星,20250102
39,商品039,3,30.9,7887,5星,20250102
40,商品040,3,57.41,7032,2星,20250102
41,商品041,4,144.3,6637,3星,20250102
42,商品042,8,180.52,7497,1星,20250102
43,商品043,4,49.58,5639,1星,20250102
44,商品044,4,120.15,217,1星,20250102
45,商品045,1,50.4,614,3星,20250102
46,商品046,2,105.74,4630,4星,20250102
47,商品047,4,110.6,9455,5星,20250102
48,商品048,8,53.13,7849,4星,20250102
49,商品049,4,24.29,7212,3星,20250102
50,商品050,7,85.74,987,1星,20250102
51,商品051,1,84.1,5659,1星,20250102
52,商品052,4,43.16,8886,4星,20250102
53,商品053,3,87.84,4689,4星,20250102
54,商品054,4,175.64,1335,4星,20250102
55,商品055,2,15.8,8956,1星,20250102
56,商品056,2,185.71,3972,2星,20250102
57,商品057,7,100.2,3602,4星,20250102
58,商品058,1,37.93,135,4星,20250102
59,商品059,5,185.73,7554,3星,20250102
60,商品060,7,141.13,9205,4星,20250102
61,商品061,3,42.83,3666,1星,20250102
62,商品062,1,151.1,1036,1星,20250102
63,商品063,8,103.54,8801,2星,20250102
64,商品064,1,192.38,1412,2星,20250102
65,商品065,2,121.43,3903,4星,20250102
66,商品066,2,188.66,9433,2星,20250102
67,商品067,1,126.15,6968,5星,20250102
68,商品068,6,187.32,3431,3星,20250102
69,商品069,4,57.52,2212,3星,20250102
70,商品070,8,67.33,1288,1星,20250102
71,商品071,8,126.49,9324,1星,20250102
72,商品072,2,110.29,8354,3星,20250102
73,商品073,3,187.04,1227,2星,20250102
74,商品074,6,61.28,7279,5星,20250102
75,商品075,5,124.66,8766,1星,20250102
76,商品076,5,186.75,1816,2星,20250102
77,商品077,5,28.38,1853,5星,20250102
78,商品078,3,58.83,3550,3星,20250102
79,商品079,4,139.36,4425,5星,20250102
80,商品080,8,54.71,914,1星,20250102
81,商品081,7,166.88,822,1星,20250102
82,商品082,6,155.59,4363,2星,20250102
83,商品083,8,113.02,7107,5星,20250102
84,商品084,1,27.69,2542,5星,20250102
85,商品085,1,167.9,9643,5星,20250102
86,商品086,3,89.37,785,3星,20250102
87,商品087,6,180.39,753,3星,20250102
88,商品088,4,138.31,1784,3星,20250102
89,商品089,7,194.91,2632,2星,20250102
90,商品090,3,195.37,3000,4星,20250102
91,商品091,1,40.79,5506,4星,20250102
92,商品092,4,57.75,1871,4星,20250102
93,商品093,1,172.56,3744,2星,20250102
94,商品094,8,73.82,3828,2星,20250102
95,商品095,1,134.04,6628,3星,20250102
96,商品096,5,173.67,4673,3星,20250102
97,商品097,7,137.82,8885,3星,20250102
98,商品098,1,28.37,4379,2星,20250102
99,商品099,5,13.41,9874,4星,20250102
100,商品100,6,147.33,5239,4星,20250102
1,商品001,2,10.84,4606,2星,20250103
2,商品002,4,33.06,1732,5星,20250103
3,商品003,2,120.55,586,1星,20250103
4,商品004,2,48.41,8379,5星,20250103
5,商品005,1,114.87,9028,4星,20250103
6,商品006,4,93.14,4608,1星,20250103
7,商品007,3,141.43,5669,3星,20250103
8,商品008,3,47.76,5614,1星,20250103
9,商品009,2,79.7,6031,3星,20250103
10,商品010,5,162.57,7607,5星,20250103
11,商品011,2,194.77,6301,1星,20250103
12,商品012,5,166.89,6025,5星,20250103
13,商品013,4,142.68,850,2星,20250103
14,商品014,5,197.12,3914,1星,20250103
15,商品015,7,59.92,6077,2星,20250103
16,商品016,6,74.91,4474,1星,20250103
17,商品017,3,109.61,4110,2星,20250103
18,商品018,8,79.6,9225,2星,20250103
19,商品019,6,169.5,1016,2星,20250103
20,商品020,1,162.17,6672,3星,20250103
21,商品021,2,46.92,9392,3星,20250103
22,商品022,4,133.15,6582,4星,20250103
23,商品023,3,57.38,4165,5星,20250103
24,商品024,5,150.91,7119,5星,20250103
25,商品025,7,76.22,2366,5星,20250103
26,商品026,8,23.63,871,1星,20250103
27,商品027,3,127.71,7016,5星,20250103
28,商品028,2,80.63,9863,4星,20250103
29,商品029,5,194.38,288,1星,20250103
30,商品030,5,155.1,5673,1星,20250103
31,商品031,5,90.33,7533,1星,20250103
32,商品032,5,194.54,3027,5星,20250103
33,商品033,2,174.87,4989,5星,20250103
34,商品034,4,35.64,2746,5星,20250103
35,商品035,1,122.19,8096,1星,20250103
36,商品036,2,186.24,5138,2星,20250103
37,商品037,1,52.72,9395,1星,20250103
38,商品038,2,147.98,1185,5星,20250103
39,商品039,3,30.9,7887,5星,20250103
40,商品040,3,57.41,7004,2星,20250103
41,商品041,4,144.3,6637,3星,20250103
42,商品042,8,180.52,7497,1星,20250103
43,商品043,4,49.58,5639,1星,20250103
44,商品044,4,120.15,217,1星,20250103
45,商品045,1,50.4,597,3星,20250103
46,商品046,2,105.74,4662,4星,20250103
47,商品047,4,110.6,9455,5星,20250103
48,商品048,8,53.13,7849,4星,20250103
49,商品049,4,24.29,7162,3星,20250103
50,商品050,7,85.74,987,1星,20250103
51,商品051,1,84.1,5659,1星,20250103
52,商品052,4,43.16,8886,4星,20250103
53,商品053,3,87.84,4663,4星,20250103
54,商品054,4,175.64,1335,4星,20250103
55,商品055,2,15.8,8912,1星,20250103
56,商品056,2,185.71,3972,2星,20250103
57,商品057,7,100.2,3602,4星,20250103
58,商品058,1,37.93,135,4星,20250103
59,商品059,5,185.73,7554,3星,20250103
60,商品060,7,141.13,9171,4星,20250103
61,商品061,3,42.83,3666,1星,20250103
62,商品062,1,151.1,1036,1星,20250103
63,商品063,8,103.54,8845,2星,20250103
64,商品064,1,192.38,1412,2星,20250103
65,商品065,2,121.43,3953,4星,20250103
66,商品066,2,188.66,9433,2星,20250103
67,商品067,1,126.15,6968,5星,20250103
68,商品068,6,187.32,3446,3星,20250103
69,商品069,4,57.52,2244,3星,20250103
70,商品070,8,67.33,1288,1星,20250103
71,商品071,8,126.49,9324,1星,20250103
72,商品072,2,110.29,8388,3星,20250103
73,商品073,3,187.04,1227,2星,20250103
74,商品074,6,61.28,7279,5星,20250103
75,商品075,5,124.66,8766,1星,20250103
76,商品076,5,186.75,1797,2星,20250103
77,商品077,5,28.38,1853,5星,20250103
78,商品078,3,58.83,3550,3星,20250103
79,商品079,4,139.36,4425,5星,20250103
80,商品080,8,54.71,932,1星,20250103
81,商品081,7,166.88,822,1星,20250103
82,商品082,6,155.59,4391,2星,20250103
83,商品083,8,113.02,7107,5星,20250103
84,商品084,1,27.69,2545,5星,20250103
85,商品085,1,167.9,9643,5星,20250103
86,商品086,3,89.37,802,3星,20250103
87,商品087,6,180.39,753,3星,20250103
88,商品088,4,138.31,1784,3星,20250103
89,商品089,7,194.91,2632,2星,20250103
90,商品090,3,195.37,3000,4星,20250103
91,商品091,1,40.79,5506,4星,20250103
92,商品092,4,57.75,1916,4星,20250103
93,商品093,1,172.56,3744,2星,20250103
94,商品094,8,73.82,3828,2星,20250103
95,商品095,1,134.04,6586,3星,20250103
96,商品096,5,173.67,4673,3星,20250103
97,商品097,7,137.82,8885,3星,20250103
98,商品098,1,28.37,4379,2星,20250103
99,商品099,5,13.41,9874,4星,20250103
100,商品100,6,147.33,5249,4星,20250103
1,商品001,2,10.84,4606,2星,20250104
2,商品002,4,33.06,1779,5星,20250104
3,商品003,2,120.55,620,1星,20250104
4,商品004,2,48.41,8379,5星,20250104
5,商品005,1,114.87,9028,4星,20250104
6,商品006,4,93.14,4657,1星,20250104
7,商品007,3,141.43,5674,3星,20250104
8,商品008,3,47.76,5614,1星,20250104
9,商品009,2,79.7,5981,3星,20250104
10,商品010,5,162.57,7627,5星,20250104
11,商品011,2,194.77,6301,1星,20250104
12,商品012,5,166.89,6025,5星,20250104
13,商品013,4,142.68,850,2星,20250104
14,商品014,5,197.12,3914,1星,20250104
15,商品015,7,59.92,6077,2星,20250104
16,商品016,6,74.91,4474,1星,20250104
17,商品017,3,109.61,4110,2星,20250104
18,商品018,8,79.6,9225,2星,20250104
19,商品019,6,169.5,1016,2星,20250104
20,商品020,1,162.17,6672,3星,20250104
21,商品021,2,46.92,9392,3星,20250104
22,商品022,4,133.15,6582,4星,20250104
23,商品023,3,57.38,4140,5星,20250104
24,商品024,5,150.91,7119,5星,20250104
25,商品025,7,76.22,2366,5星,20250104
26,商品026,8,23.63,871,1星,20250104
27,商品027,3,127.71,7016,5星,20250104
28,商品028,2,80.63,9863,4星,20250104
29,商品029,5,194.38,288,1星,20250104
30,商品030,5,155.1,5673,1星,20250104
31,商品031,5,90.33,7533,1星,20250104
32,商品032,5,194.54,3027,5星,20250104
33,商品033,2,174.87,4989,5星,20250104
34,商品034,4,35.64,2746,5星,20250104
35,商品035,1,122.19,8105,1星,20250104
36,商品036,2,186.24,5138,2星,20250104
37,商品037,1,52.72,9395,1星,20250104
38,商品038,2,147.98,1233,5星,20250104
39,商品039,3,30.9,7887,5星,20250104
40,商品040,3,57.41,7032,2星,20250104
41,商品041,4,144.3,6637,3星,20250104
42,商品042,8,180.52,7497,1星,20250104
43,商品043,4,49.58,5639,1星,20250104
44,商品044,4,120.15,217,1星,20250104
45,商品045,1,50.4,614,3星,20250104
46,商品046,2,105.74,4662,4星,20250104
47,商品047,4,110.6,9455,5星,20250104
48,商品048,8,53.13,7849,4星,20250104
49,商品049,4,24.29,7162,3星,20250104
50,商品050,7,85.74,987,1星,20250104
51,商品051,1,84.1,5659,1星,20250104
52,商品052,4,43.16,8886,4星,20250104
53,商品053,3,87.84,4663,4星,20250104
54,商品054,4,175.64,1335,4星,20250104
55,商品055,2,15.8,8956,1星,20250104
56,商品056,2,185.71,3972,2星,20250104
57,商品057,7,100.2,3602,4星,20250104
58,商品058,1,37.93,135,4星,20250104
59,商品059,5,185.73,7554,3星,20250104
60,商品060,7,141.13,9205,4星,20250104
61,商品061,3,42.83,3666,1星,20250104
62,商品062,1,151.1,1036,1星,20250104
63,商品063,8,103.54,8801,2星,20250104
64,商品064,1,192.38,1412,2星,20250104
65,商品065,2,121.43,3953,4星,20250104
66,商品066,2,188.66,9433,2星,20250104
67,商品067,1,126.15,6968,5星,20250104
68,商品068,6,187.32,3446,3星,20250104
69,商品069,4,57.52,2244,3星,20250104
70,商品070,8,67.33,1288,1星,20250104
71,商品071,8,126.49,9324,1星,20250104
72,商品072,2,110.29,8388,3星,20250104
73,商品073,3,187.04,1227,2星,20250104
74,商品074,6,61.28,7279,5星,20250104
75,商品075,5,124.66,8766,1星,20250104
76,商品076,5,186.75,1797,2星,20250104
77,商品077,5,28.38,1853,5星,20250104
78,商品078,3,58.83,3550,3星,20250104
79,商品079,4,139.36,4425,5星,20250104
80,商品080,8,54.71,932,1星,20250104
81,商品081,7,166.88,822,1星,20250104
82,商品082,6,155.59,4391,2星,20250104
83,商品083,8,113.02,7107,5星,20250104
84,商品084,1,27.69,2542,5星,20250104
85,商品085,1,167.9,9643,5星,20250104
86,商品086,3,89.37,785,3星,20250104
87,商品087,6,180.39,753,3星,20250104
88,商品088,4,138.31,1784,3星,20250104
89,商品089,7,194.91,2632,2星,20250104
90,商品090,3,195.37,3000,4星,20250104
91,商品091,1,40.79,5542,4星,20250104
92,商品092,4,57.75,1871,4星,20250104
93,商品093,1,172.56,3744,2星,20250104
94,商品094,8,73.82,3828,2星,20250104
95,商品095,1,134.04,6628,3星,20250104
96,商品096,5,173.67,4673,3星,20250104
97,商品097,7,137.82,8885,3星,20250104
98,商品098,1,28.37,4379,2星,20250104
99,商品099,5,13.41,9874,4星,20250104
100,商品100,6,147.33,5239,4星,20250104
1,商品001,2,10.84,4606,2星,20250105
2,商品002,4,33.06,1779,5星,20250105
3,商品003,2,120.55,620,1星,20250105
4,商品004,2,48.41,8379,5星,20250105
5,商品005,1,114.87,9028,4星,20250105
6,商品006,4,93.14,4657,1星,20250105
7,商品007,3,141.43,5674,3星,20250105
8,商品008,3,47.76,5614,1星,20250105
9,商品009,2,79.7,5981,3星,20250105
10,商品010,5,162.57,7627,5星,20250105
11,商品011,2,194.77,6301,1星,20250105
12,商品012,5,166.89,6025,5星,20250105
13,商品013,4,142.68,850,2星,20250105
14,商品014,5,197.12,3914,1星,20250105
15,商品015,7,59.92,6077,2星,20250105
16,商品016,6,74.91,4474,1星,20250105
17,商品017,3,109.61,4110,2星,20250105
18,商品018,8,79.6,9225,2星,20250105
19,商品019,6,169.5,1016,2星,20250105
20,商品020,1,162.17,6672,3星,20250105
21,商品021,2,46.92,9392,3星,20250105
22,商品022,4,133.15,6582,4星,20250105
23,商品023,3,57.38,4140,5星,20250105
24,商品024,5,150.91,7119,5星,20250105
25,商品025,7,76.22,2366,5星,20250105
26,商品026,8,23.63,871,1星,20250105
27,商品027,3,127.71,7016,5星,20250105
28,商品028,2,80.63,9863,4星,20250105
29,商品029,5,194.38,288,1星,20250105
30,商品030,5,155.1,5673,1星,20250105
31,商品031,5,90.33,7533,1星,20250105
32,商品032,5,194.54,3027,5星,20250105
33,商品033,2,174.87,4989,5星,20250105
34,商品034,4,35.64,2746,5星,20250105
35,商品035,1,122.19,8105,1星,20250105
36,商品036,2,186.24,5138,2星,20250105
37,商品037,1,52.72,9395,1星,20250105
38,商品038,2,147.98,1233,5星,20250105
39,商品039,3,30.9,7887,5星,20250105
40,商品040,3,57.41,7032,2星,20250105
41,商品041,4,144.3,6637,3星,20250105
42,商品042,8,180.52,7497,1星,20250105
43,商品043,4,49.58,5639,1星,20250105
44,商品044,4,120.15,217,1星,20250105
45,商品045,1,50.4,614,3星,20250105
46,商品046,2,105.74,4662,4星,20250105
47,商品047,4,110.6,9455,5星,20250105
48,商品048,8,53.13,7849,4星,20250105
49,商品049,4,24.29,7162,3星,20250105
50,商品050,7,85.74,987,1星,20250105
51,商品051,1,84.1,5659,1星,20250105
52,商品052,4,43.16,8886,4星,20250105
53,商品053,3,87.84,4663,4星,20250105
54,商品054,4,175.64,1335,4星,20250105
55,商品055,2,15.8,8956,1星,20250105
56,商品056,2,185.71,3972,2星,20250105
57,商品057,7,100.2,3602,4星,20250105
58,商品058,1,37.93,135,4星,20250105
59,商品059,5,185.73,7554,3星,20250105
60,商品060,7,141.13,9205,4星,20250105
61,商品061,3,42.83,3666,1星,20250105
62,商品062,1,151.1,1036,1星,20250105
63,商品063,8,103.54,8801,2星,20250105
64,商品064,1,192.38,1412,2星,20250105
65,商品065,2,121.43,3953,4星,20250105
66,商品066,2,188.66,9433,2星,20250105
67,商品067,1,126.15,6968,5星,20250105
68,商品068,6,187.32,3446,3星,20250105
69,商品069,4,57.52,2244,3星,20250105
70,商品070,8,67.33,1288,1星,20250105
71,商品071,8,126.49,9324,1星,20250105
72,商品072,2,110.29,8388,3星,20250105
73,商品073,3,187.04,1227,2星,20250105
74,商品074,6,61.28,7279,5星,20250105
75,商品075,5,124.66,8766,1星,20250105
76,商品076,5,186.75,1797,2星,20250105
77,商品077,5,28.38,1853,5星,20250105
78,商品078,3,58.83,3550,3星,20250105
79,商品079,4,139.36,4425,5星,20250105
80,商品080,8,54.71,932,1星,20250105
81,商品081,7,166.88,822,1星,20250105
82,商品082,6,155.59,4391,2星,20250105
83,商品083,8,113.02,7107,5星,20250105
84,商品084,1,27.69,2542,5星,20250105
85,商品085,1,167.9,9643,5星,20250105
86,商品086,3,89.37,785,3星,20250105
87,商品087,6,180.39,753,3星,20250105
88,商品088,4,138.31,1784,3星,20250105
89,商品089,7,194.91,2632,2星,20250105
90,商品090,3,195.37,3000,4星,20250105
91,商品091,1,40.79,5542,4星,20250105
92,商品092,4,57.75,1871,4星,20250105
93,商品093,1,172.56,3744,2星,20250105
94,商品094,8,73.82,3828,2星,20250105
95,商品095,1,134.04,6628,3星,20250105
96,商品096,5,173.67,4673,3星,20250105
97,商品097,7,137.82,8885,3星,20250105
98,商品098,1,28.37,4379,2星,20250105
99,商品099,5,13.41,9874,4星,20250105
100,商品100,6,147.33,5239,4星,20250105
1,商品001,2,10.84,4613,2星,20250106
2,商品002,4,33.06,1779,5星,20250106
3,商品003,2,120.55,620,1星,20250106
4,商品004,2,48.41,8379,5星,20250106
5,商品005,1,114.87,9028,4星,20250106
6,商品006,4,93.14,4657,1星,20250106
7,商品007,3,141.43,5674,3星,20250106
8,商品008,3,47.76,5614,1星,20250106
9,商品009,2,79.7,5981,3星,20250106
10,商品010,5,162.57,7627,5星,20250106
11,商品011,2,194.77,6301,1星,20250106
12,商品012,5,166.89,6039,5星,20250106
13,商品013,4,142.68,828,2星,20250106
14,商品014,5,197.12,3914,1星,20250106
15,商品015,7,59.92,6077,2星,20250106
16,商品016,6,74.91,4474,1星,20250106
17,商品017,3,109.61,4110,2星,20250106
18,商品018,8,79.6,9253,2星,20250106
19,商品019,6,169.5,971,2星,20250106
20,商品020,1,162.17,6672,3星,20250106
21,商品021,2,46.92,9392,3星,20250106
22,商品022,4,133.15,6582,4星,20250106
23,商品023,3,57.38,4140,5星,20250106
24,商品024,5,150.91,7119,5星,20250106
25,商品025,7,76.22,2366,5星,20250106
26,商品026,8,23.63,871,1星,20250106
27,商品027,3,127.71,7016,5星,20250106
28,商品028,2,80.63,9863,4星,20250106
29,商品029,5,194.38,288,1星,20250106
30,商品030,5,155.1,5673,1星,20250106
31,商品031,5,90.33,7533,1星,20250106
32,商品032,5,194.54,3027,5星,20250106
33,商品033,2,174.87,5032,5星,20250106
34,商品034,4,35.64,2796,5星,20250106
35,商品035,1,122.19,8139,1星,20250106
36,商品036,2,186.24,5154,2星,20250106
37,商品037,1,52.72,9395,1星,20250106
38,商品038,2,147.98,1233,5星,20250106
39,商品039,3,30.9,7887,5星,20250106
40,商品040,3,57.41,7020,2星,20250106
41,商品041,4,144.3,6637,3星,20250106
42,商品042,8,180.52,7497,1星,20250106
43,商品043,4,49.58,5647,1星,20250106
44,商品044,4,120.15,217,1星,20250106
45,商品045,1,50.4,614,3星,20250106
46,商品046,2,105.74,4662,4星,20250106
47,商品047,4,110.6,9455,5星,20250106
48,商品048,8,53.13,7881,4星,20250106
49,商品049,4,24.29,7162,3星,20250106
50,商品050,7,85.74,987,1星,20250106
51,商品051,1,84.1,5659,1星,20250106
52,商品052,4,43.16,8886,4星,20250106
53,商品053,3,87.84,4663,4星,20250106
54,商品054,4,175.64,1288,4星,20250106
55,商品055,2,15.8,8913,1星,20250106
56,商品056,2,185.71,3972,2星,20250106
57,商品057,7,100.2,3613,4星,20250106
58,商品058,1,37.93,135,4星,20250106
59,商品059,5,185.73,7554,3星,20250106
60,商品060,7,141.13,9205,4星,20250106
61,商品061,3,42.83,3666,1星,20250106
62,商品062,1,151.1,1036,1星,20250106
63,商品063,8,103.54,8801,2星,20250106
64,商品064,1,192.38,1412,2星,20250106
65,商品065,2,121.43,3953,4星,20250106
66,商品066,2,188.66,9433,2星,20250106
67,商品067,1,126.15,6968,5星,20250106
68,商品068,6,187.32,3446,3星,20250106
69,商品069,4,57.52,2245,3星,20250106
70,商品070,8,67.33,1292,1星,20250106
71,商品071,8,126.49,9361,1星,20250106
72,商品072,2,110.29,8351,3星,20250106
73,商品073,3,187.04,1239,2星,20250106
74,商品074,6,61.28,7279,5星,20250106
75,商品075,5,124.66,8807,1星,20250106
76,商品076,5,186.75,1797,2星,20250106
77,商品077,5,28.38,1853,5星,20250106
78,商品078,3,58.83,3556,3星,20250106
79,商品079,4,139.36,4425,5星,20250106
80,商品080,8,54.71,932,1星,20250106
81,商品081,7,166.88,781,1星,20250106
82,商品082,6,155.59,4391,2星,20250106
83,商品083,8,113.02,7107,5星,20250106
84,商品084,1,27.69,2542,5星,20250106
85,商品085,1,167.9,9643,5星,20250106
86,商品086,3,89.37,785,3星,20250106
87,商品087,6,180.39,753,3星,20250106
88,商品088,4,138.31,1744,3星,20250106
89,商品089,7,194.91,2632,2星,20250106
90,商品090,3,195.37,3000,4星,20250106
91,商品091,1,40.79,5542,4星,20250106
92,商品092,4,57.75,1871,4星,20250106
93,商品093,1,172.56,3744,2星,20250106
94,商品094,8,73.82,3828,2星,20250106
95,商品095,1,134.04,6628,3星,20250106
96,商品096,5,173.67,4673,3星,20250106
97,商品097,7,137.82,8885,3星,20250106
98,商品098,1,28.37,4379,2星,20250106
99,商品099,5,13.41,9874,4星,20250106
100,商品100,6,147.33,5239,4星,20250106
1,商品001,2,10.84,4606,2星,20250107
2,商品002,4,33.06,1779,5星,20250107
3,商品003,2,120.55,620,1星,20250107
4,商品004,2,48.41,8379,5星,20250107
5,商品005,1,114.87,9028,4星,20250107
6,商品006,4,93.14,4657,1星,20250107
7,商品007,3,141.43,5674,3星,20250107
8,商品008,3,47.76,5614,1星,20250107
9,商品009,2,79.7,5981,3星,20250107
10,商品010,5,162.57,7627,5星,20250107
11,商品011,2,194.77,6301,1星,20250107
12,商品012,5,166.89,6025,5星,20250107
13,商品013,4,142.68,850,2星,20250107
14,商品014,5,197.12,3914,1星,20250107
15,商品015,7,59.92,6077,2星,20250107
16,商品016,6,74.91,4474,1星,20250107
17,商品017,3,109.61,4110,2星,20250107
18,商品018,8,79.6,9225,2星,20250107
19,商品019,6,169.5,1016,2星,20250107
20,商品020,1,162.17,6672,3星,20250107
21,商品021,2,46.92,9392,3星,20250107
22,商品022,4,133.15,6582,4星,20250107
23,商品023,3,57.38,4140,5星,20250107
24,商品024,5,150.91,7119,5星,20250107
25,商品025,7,76.22,2366,5星,20250107
26,商品026,8,23.63,871,1星,20250107
27,商品027,3,127.71,7016,5星,20250107
28,商品028,2,80.63,9863,4星,20250107
29,商品029,5,194.38,288,1星,20250107
30,商品030,5,155.1,5673,1星,20250107
31,商品031,5,90.33,7533,1星,20250107
32,商品032,5,194.54,3027,5星,20250107
33,商品033,2,174.87,4989,5星,20250107
34,商品034,4,35.64,2746,5星,20250107
35,商品035,1,122.19,8105,1星,20250107
36,商品036,2,186.24,5138,2星,20250107
37,商品037,1,52.72,9395,1星,20250107
