log_id,user_id,product_id,visit_time,visit_source,dt
6d7942a5-a05e-4e29-87a0-bdd82f23e63f,186,89,2025-01-20 12:09:10,直播带货,20250120
a6de491b-8946-42d4-aaf0-aabcb6114a3c,45,53,2025-01-26 05:46:28,站外广告,20250126
a40d8c29-b583-4575-b39f-29e092b302c3,626,37,2025-01-22 23:15:28,推荐算法,20250122
9f2d628e-6081-4dc9-ad8a-8633676017e4,245,40,2025-01-26 14:14:34,内容广告,20250126
54a77e16-630c-488a-b64f-b5ab019bf385,970,74,2025-01-29 06:23:43,内容广告,20250129
954d371c-034a-4b0d-a6ed-13d1cbf57641,515,68,2025-01-15 09:49:24,内容广告,20250115
eb99d155-00ae-4fff-94ef-90fabb876472,821,78,2025-01-31 05:52:12,手淘搜索,20250131
374d5f50-4de5-43b9-8b9c-bc1ddacf002a,493,48,2025-01-28 08:03:41,直播带货,20250128
35a7dadc-8c2c-4344-9d84-2c9cd3766b6b,529,16,2025-01-30 03:45:54,站外广告,20250130
1b631bac-916d-4953-8041-786a1e66303f,928,66,2025-01-03 05:17:28,手淘搜索,20250103
471be555-f545-4d41-8b8d-ea0fc4521ca1,228,58,2025-01-27 13:05:58,站外广告,20250127
a4a8048e-b0b3-4a55-8006-0f0186a82912,406,65,2025-01-30 00:26:03,站外广告,20250130
d8a02ed5-3326-444c-8830-e53adce90ff8,230,4,2025-01-08 12:05:23,站外广告,20250108
003073a8-2a06-4e9e-a316-7f69cb8f073f,666,43,2025-01-30 03:53:45,手淘搜索,20250130
9ab913f0-320c-43d6-a075-198e3fd5dab1,850,61,2025-01-05 01:18:58,推荐算法,20250105
f16a81a6-bc21-4000-b951-0a956104913f,481,58,2025-01-27 04:48:45,直播带货,20250127
58279174-9061-4e03-9295-9fe0e3e18654,221,20,2025-01-01 02:01:16,直播带货,20250101
ddf47152-952b-4b11-a72d-764be54f4522,434,15,2025-01-31 23:38:33,站外广告,20250131
c348d6b3-357f-43c8-ba13-3ad3ef365c00,245,54,2025-01-08 09:07:03,推荐算法,20250108
748f2828-1cd5-40e5-ba53-734b5c446c3a,114,64,2025-01-26 19:29:04,直播带货,20250126
39a28a37-9755-46d2-96e2-70a5dd22fded,589,31,2025-01-18 00:40:32,推荐算法,20250118
09003400-3d2d-4daf-95b1-73f30a903db7,630,46,2025-01-05 09:27:00,手淘搜索,20250105
205d4208-8972-43a7-899d-6479d49741b2,685,11,2025-01-19 13:11:42,直播带货,20250119
9410cc52-f270-4b3b-95cc-57846228479a,520,65,2025-01-12 02:33:34,直播带货,20250112
ef7c7c18-e27a-4a78-880d-d99204ab89c3,45,82,2025-01-01 12:55:30,内容广告,20250101
d0856f11-ab25-475f-bfd9-c233b9944c73,366,9,2025-01-12 08:47:01,站外广告,20250112
1cee9ac3-d12c-4239-b5e5-4298b9b27333,107,99,2025-01-08 23:42:40,直播带货,20250108
2d567619-4f86-46d9-9927-2dc7aa4e1929,361,70,2025-01-24 10:08:02,站外广告,20250124
81becb86-8ded-4ace-9155-ab6e71c32345,798,88,2025-01-27 20:11:53,内容广告,20250127
225e06f7-98d8-4546-8f65-4a596b9fc430,831,18,2025-01-23 15:40:11,效果广告,20250123
c93f08cc-b2bf-478d-a434-570d82d2ec44,207,6,2025-01-23 14:02:18,手淘搜索,20250123
4bc592d8-b5b5-4661-a4b5-96d9fb701089,318,66,2025-01-29 01:20:59,内容广告,20250129
321dfbe6-5ca0-4486-a7ac-d1a9681c78a2,38,97,2025-01-27 17:30:16,推荐算法,20250127
4c8a4a4d-d471-4b0f-95c3-0aac43172003,800,7,2025-01-07 09:22:55,推荐算法,20250107
fa9994b1-7e40-423b-8d5a-a4ad3a466cbc,377,56,2025-01-11 08:07:51,内容广告,20250111
d6eab384-9b2a-4980-b6c5-70bb22493f39,348,24,2025-01-24 14:57:24,内容广告,20250124
1622f5ab-f044-4894-99a0-35cf3a03f01d,817,67,2025-01-23 15:23:59,站外广告,20250123
ee0577b8-f37e-4940-b1b6-b2cefd6468ed,81,56,2025-01-26 02:46:27,直播带货,20250126
2906b0f3-df37-4feb-9b42-9cd8acdbfbbc,329,14,2025-01-27 05:34:18,效果广告,20250127
cb8b9d54-4951-4683-8748-8138b5542cd7,457,78,2025-01-11 21:18:19,推荐算法,20250111
d6c7393e-4141-4cae-b51c-fe25b1d6c64b,360,58,2025-01-14 05:44:28,效果广告,20250114
12d61f26-7411-459f-a24d-cef19cd29820,282,82,2025-01-24 11:39:27,效果广告,20250124
4b658d0b-ccea-420d-a604-3f016d0ff421,373,66,2025-01-03 21:40:25,推荐算法,20250103
21d628ff-9973-48f2-b369-089d88985e91,870,78,2025-01-22 05:01:09,推荐算法,20250122
cb7cae8b-3a5d-4caa-80c7-89521e658bd6,69,31,2025-01-26 14:02:08,推荐算法,20250126
333312ad-75fb-412d-b293-428acb5fd9e2,34,78,2025-01-12 11:24:36,手淘搜索,20250112
b06876ce-1677-4c40-b8a5-5499c979e9f7,455,98,2025-01-22 14:23:23,效果广告,20250122
55897cec-c799-4c14-a971-27ca913af38d,408,41,2025-01-19 04:33:23,推荐算法,20250119
0576ac5d-1a59-4b7f-b31e-4490037b0485,754,24,2025-01-09 07:07:01,内容广告,20250109
b9d763ef-b486-4987-8709-2adabcfcf6c4,121,34,2025-01-17 12:58:35,站外广告,20250117
770d3368-4e40-4175-8df3-1bd923a4aa95,293,89,2025-01-23 14:13:39,内容广告,20250123
fe91ad17-5124-4168-91c7-2c9f692efb9f,76,58,2025-01-07 03:08:54,手淘搜索,20250107
90a451c4-cebc-48fa-b10e-9b17de53e423,830,88,2025-01-29 22:28:05,站外广告,20250129
4c5c623a-623e-4c35-abbe-f313d69f30ce,564,70,2025-01-22 11:45:04,站外广告,20250122
e3aa1f1c-9033-45a0-9a7b-32cef3472e29,729,91,2025-01-29 09:54:10,推荐算法,20250129
1d72c85f-1c9c-41f4-9ac1-1ad7349c1a16,521,29,2025-01-21 05:50:23,效果广告,20250121
2216b9c6-d067-4829-bdf8-d65c190365bd,506,4,2025-01-07 04:15:50,站外广告,20250107
a9859110-afb9-4bef-9a3b-d482707082b7,823,71,2025-01-18 18:23:29,手淘搜索,20250118
99de48a2-05a8-4fdd-b771-131f6de695ec,408,92,2025-01-20 02:04:19,推荐算法,20250120
3c486f41-d29c-4b4e-9d0b-e263ca7328e9,420,74,2025-01-16 16:26:49,效果广告,20250116
75c60b50-931d-4350-a194-4cd3d273e255,461,60,2025-01-05 10:41:04,推荐算法,20250105
01889f12-2440-44f2-9d71-9f91a163e94a,849,100,2025-01-17 11:08:56,直播带货,20250117
58fe8fb0-275f-461a-9598-8bb0cb8bb085,990,17,2025-01-21 18:11:49,内容广告,20250121
712939ed-5ff7-4e05-a1b2-b1abac9cb1c2,531,20,2025-01-17 01:53:07,站外广告,20250117
c7607021-da52-44dc-8b42-6c25d2fc41fc,727,29,2025-01-06 05:20:59,站外广告,20250106
d156ac1c-ad10-4679-8085-32138445bf02,867,11,2025-01-31 16:57:18,站外广告,20250131
ae14ee7c-5c21-4cea-b991-7aa210386f17,129,81,2025-01-07 20:35:17,站外广告,20250107
44e82e60-7609-41e6-8c42-c4294afa8670,657,22,2025-01-20 17:05:32,直播带货,20250120
2703dda7-32fa-4cad-a511-4a7cbf316504,675,80,2025-01-31 18:09:10,推荐算法,20250131
f4358940-715a-44e0-ac4b-7d6ec7a0d643,947,73,2025-01-29 19:21:53,效果广告,20250129
6e42622f-240a-441e-b6d8-6f91802468ab,972,83,2025-01-27 00:05:02,直播带货,20250127
6a547f4d-6d15-4904-8b5f-cd84839199a1,586,54,2025-01-09 20:13:49,直播带货,20250109
347e0171-52fb-42de-86e0-4a731154027b,643,70,2025-01-21 00:31:56,站外广告,20250121
19d7d374-a250-4f6d-97cc-1c981a2c5598,825,88,2025-01-21 09:30:15,内容广告,20250121
f55f6580-0237-4e44-868f-5ba551e0fee1,62,21,2025-01-10 14:04:44,内容广告,20250110
747bae34-9b1e-4258-bd78-ec69d55bf253,349,78,2025-01-14 15:29:13,手淘搜索,20250114
9b1a470c-791d-4ff1-9b16-61476e54e8dc,882,45,2025-01-11 22:20:46,内容广告,20250111
bcd21f44-fc02-4e3a-ab6b-deeb6c4d8b28,109,41,2025-01-05 11:32:35,手淘搜索,20250105
13818022-7c91-42fd-bfe0-4bd693ca7984,254,19,2025-01-15 03:17:28,效果广告,20250115
00325200-a9b5-40fe-95a5-611c6243961c,631,54,2025-01-02 09:24:55,手淘搜索,20250102
6076673f-fe44-40fe-a114-b344383fbbbc,957,74,2025-01-31 05:52:20,推荐算法,20250131
37270738-85ad-4462-9eee-8076aa0aa9f6,511,66,2025-01-11 06:48:10,内容广告,20250111
41558258-f0f8-430c-bdc1-c0ca1e80feb1,93,51,2025-01-16 09:31:01,直播带货,20250116
67db490a-89fa-4f6b-b05e-724d76fd1ebe,362,7,2025-01-15 07:13:37,效果广告,20250115
74cd1d0c-40e9-4ed2-9e41-8456294905b8,864,84,2025-01-10 15:38:56,推荐算法,20250110
c95f2075-9146-44bf-8da3-b87c1240bd6d,868,14,2025-01-16 09:34:00,内容广告,20250116
8b528224-440b-4534-8e78-d17327ea9440,783,52,2025-01-05 08:46:23,站外广告,20250105
d497fa2c-b08d-4b27-9113-5876c1b01d51,576,25,2025-01-02 12:03:36,站外广告,20250102
651d96db-ff80-4b7b-ab08-ec3e167b6fae,517,58,2025-01-18 09:04:24,直播带货,20250118
6ecd8ea7-fee0-4ace-9ec6-e9d2fea95a67,122,17,2025-01-09 19:43:39,效果广告,20250109
3a82b48f-4268-49db-90f8-8f664d478868,572,47,2025-01-13 11:50:21,手淘搜索,20250113
1b1bcdc3-0811-44a3-b574-8c04b1c7b81e,513,6,2025-01-07 19:32:25,效果广告,20250107
74d3d110-c24c-4dd2-9053-5d99c668bb3e,824,61,2025-01-02 04:45:21,直播带货,20250102
42e9d9a6-d203-4485-bd0e-0615b24f91ae,528,18,2025-01-15 04:38:57,站外广告,20250115
5eae36b5-44d8-4dc6-a403-54b3fde1dc1a,403,79,2025-01-30 19:20:10,推荐算法,20250130
cc6ac7ed-b512-4785-a34b-a0ea5202bbf5,520,66,2025-01-27 09:37:21,直播带货,20250127
56d7a582-7ce8-437e-9ec8-cf33463aca92,487,3,2025-01-16 22:36:19,站外广告,20250116
8803edfc-ab99-4805-9030-0533eef6d49b,598,40,2025-01-11 21:07:26,推荐算法,20250111
9dec4453-1b27-408b-8644-e9f3e8ad829f,612,61,2025-01-28 22:40:01,站外广告,20250128
a7ef930b-dc44-4a58-b4fd-e97f0468ca17,593,74,2025-01-31 20:50:49,手淘搜索,20250131
430c422d-93e2-46ac-aa4d-670169a0a0bb,175,68,2025-01-24 01:37:30,推荐算法,20250124
a0ed04d6-4773-4831-99c3-1d9a5ad3a52c,390,19,2025-01-24 19:49:53,推荐算法,20250124
c570007b-9619-4a39-8d93-ec56aeab8e69,113,25,2025-01-08 01:36:44,效果广告,20250108
e7aad356-6fc9-4300-aea3-1d3190a9ced3,423,89,2025-01-15 10:26:09,手淘搜索,20250115
01b9fb49-6a37-4b7c-961d-3f9845c0e54f,943,61,2025-01-14 16:49:39,推荐算法,20250114
3111f3c4-1216-4ef2-969a-d0042289dc92,532,27,2025-01-24 01:45:08,直播带货,20250124
23153187-b014-4d8f-8707-710d6cb42e47,386,41,2025-01-11 21:30:33,手淘搜索,20250111
5270c999-4285-4145-9edd-6d12a61c93e8,363,87,2025-01-15 17:21:34,推荐算法,20250115
1aa6ecaa-b4c0-4c7c-bc61-3cde5db46c31,271,79,2025-01-22 20:51:44,内容广告,20250122
dcb37bdf-d86f-406b-a141-dbe7a46c098b,306,29,2025-01-07 07:17:35,站外广告,20250107
597b318f-49cf-4b9e-b5f9-864b028402e1,707,91,2025-01-25 09:45:13,内容广告,20250125
cc8fe129-9dfa-4e33-9928-c5eb5c859776,957,93,2025-01-11 15:22:35,站外广告,20250111
3462f85f-2469-4877-aa85-aa8190e6672d,557,49,2025-01-10 03:36:43,内容广告,20250110
4c0370a8-8f83-4d67-a4d8-3e00dbf6dc25,150,38,2025-01-27 11:49:51,效果广告,20250127
7aa4c4c9-d3c7-4d6c-9fd9-bb3f7db4c56c,947,57,2025-01-10 22:05:22,推荐算法,20250110
72d7d8a7-a0f5-411a-9409-b5009e119e7f,207,69,2025-01-09 23:30:13,站外广告,20250109
6f5b39e3-6404-47d4-a4fd-df61a9038a09,141,14,2025-01-30 17:44:17,直播带货,20250130
82ea55e6-8df7-4ed9-8872-79d7cc9bdde9,52,86,2025-01-24 18:15:15,直播带货,20250124
08656dc3-5cc0-4b9b-9ff6-b37048e35b93,103,53,2025-01-08 20:14:03,站外广告,20250108
636376eb-a240-420a-aa5b-c8eb95f0c8d2,790,18,2025-01-23 15:06:43,效果广告,20250123
5b51be15-4f74-4054-910d-c96a7645d60d,417,84,2025-01-31 17:59:10,内容广告,20250131
0d44932e-3f6d-4c46-bbbd-bbeac6d24414,988,37,2025-01-16 20:12:48,站外广告,20250116
857f00d1-894c-4724-bb5c-af05a2e8eb6d,788,12,2025-01-10 20:03:58,推荐算法,20250110
c83aab4b-9fb4-4c56-9fc6-e0b3d3dc2647,741,5,2025-01-19 07:34:47,手淘搜索,20250119
ffe8edc1-2f2c-4c7f-880f-5ee6966abdf4,38,51,2025-01-14 05:59:58,内容广告,20250114
789d75bc-4080-4bf7-ad95-1c7b81177faa,297,5,2025-01-06 23:55:59,效果广告,20250106
9a7f4ad4-e62b-4051-8abb-8476097a27db,951,43,2025-01-10 18:38:06,站外广告,20250110
ab841348-f4b7-4e46-8fc8-39fa2e928878,506,18,2025-01-15 20:34:33,直播带货,20250115
58868854-7229-4f1f-96ee-2931d994ea32,116,43,2025-01-15 08:12:51,手淘搜索,20250115
17faccd8-5759-4e7d-a6f5-40edc4736088,736,24,2025-01-24 14:41:16,效果广告,20250124
b2c36619-591a-4cb9-bede-5dedd67c556a,582,87,2025-01-24 10:50:18,手淘搜索,20250124
0984f046-a19b-4fcd-bea4-6a4b71e7d393,919,52,2025-01-06 19:54:40,内容广告,20250106
6d02bb77-071f-42fb-a940-9508a0af0930,686,13,2025-01-17 10:05:25,手淘搜索,20250117
5200ce62-545f-4239-bd66-8208408126b4,255,1,2025-01-05 15:20:59,站外广告,20250105
cd5c0a64-6027-46d1-aff8-5410b1e20c14,274,43,2025-01-13 07:28:48,站外广告,20250113
2ac5c801-540d-4e2e-8576-34ab50695146,268,84,2025-01-19 23:36:00,站外广告,20250119
35e46825-4acc-4c22-a334-0b7a5823af5c,122,60,2025-01-23 07:03:42,站外广告,20250123
40678be0-69dc-4be1-b5cd-78c2a456dd2f,946,91,2025-01-06 12:43:32,站外广告,20250106
9ad4a6b4-c9aa-4582-be2c-f43d0d7ccefb,964,38,2025-01-23 03:40:58,站外广告,20250123
193417f0-f126-4132-aa19-1071893973a4,490,20,2025-01-20 07:14:08,内容广告,20250120
acbf6423-17fe-4b11-9a44-b95a52338676,719,71,2025-01-24 19:23:26,内容广告,20250124
fb0a2056-93fa-4549-8152-443af141d9cd,846,28,2025-01-25 17:51:42,手淘搜索,20250125
9dab8f9f-10d8-4419-8b60-a1bad6c8cbd4,84,68,2025-01-22 19:55:50,内容广告,20250122
f30fc348-90da-4dfb-8212-2dee9b5c1428,940,73,2025-01-17 22:23:04,效果广告,20250117
a572c33a-6a50-4b18-b5f3-e9926227aded,208,74,2025-01-02 17:57:32,直播带货,20250102
716bde1b-e854-4ce5-ac5d-f1cff46c3057,533,57,2025-01-05 05:20:54,效果广告,20250105
e1163bcf-2ee9-4f03-9138-7d3509cc0439,501,12,2025-01-22 06:45:37,直播带货,20250122
103d467e-35fc-4646-8d18-340c68a5b6e2,526,54,2025-01-15 01:29:08,内容广告,20250115
d80c81db-860f-4637-9f68-abeb5538be7a,689,40,2025-01-19 01:35:29,推荐算法,20250119
87c8d695-a73a-476e-b230-2b0b480d9fc2,4,96,2025-01-01 12:16:52,手淘搜索,20250101
61de57a9-7f05-4ef4-9181-05520368dce1,353,90,2025-01-19 02:02:27,效果广告,20250119
eed6e049-3623-43fa-9d1d-40bd1670071f,71,61,2025-01-18 01:59:57,效果广告,20250118
7302be4d-6503-42c3-8bf5-3db46c6d690a,139,99,2025-01-10 13:11:49,推荐算法,20250110
107f57b4-9696-43b2-a40f-4c1353046464,913,49,2025-01-24 20:26:23,内容广告,20250124
00bf7306-418f-4e1a-b528-5aa51523ae18,700,85,2025-01-28 12:24:05,直播带货,20250128
03dffb45-537f-4a9c-a568-cbded0d69d26,122,23,2025-01-05 20:55:22,直播带货,20250105
0619830b-7c07-436d-91f1-df7ee324b5dd,229,1,2025-01-13 16:08:46,效果广告,20250113
dd62a1a5-88ea-4a7d-bf3a-01a0fd84f269,558,55,2025-01-10 14:43:46,直播带货,20250110
2c02a934-7330-417e-b776-38f55a454069,355,20,2025-01-13 07:15:29,站外广告,20250113
850c54c1-e504-4786-b691-49d7cb3f12d5,33,85,2025-01-07 23:48:07,内容广告,20250107
2a8150d5-5afd-4ad9-aa4f-42e61b8f39b2,69,13,2025-01-20 00:15:13,直播带货,20250120
e7676cee-cd22-4ffb-8486-3e0bc3bca512,721,7,2025-01-02 14:38:43,手淘搜索,20250102
2f00e4fe-9c1b-4fe4-b7da-a986480f6f4b,240,70,2025-01-24 01:25:28,手淘搜索,20250124
882f97b1-6550-4cad-8de1-e5543021f4d4,297,30,2025-01-25 01:08:32,推荐算法,20250125
c5439709-4236-47a6-8992-950007c434e9,792,87,2025-01-19 10:36:38,站外广告,20250119
f9830e2c-ce2e-4ebf-97fd-63c87b5e9de4,677,67,2025-01-08 09:56:09,手淘搜索,20250108
890fb0dd-075a-4b31-a241-ed491a2c3994,571,76,2025-01-14 09:17:03,推荐算法,20250114
555e04ae-c80f-4abc-8d45-1999a01fb58f,438,72,2025-01-30 05:40:43,内容广告,20250130
5d20f123-bd3e-4ea9-a260-981900ac9953,391,68,2025-01-02 11:41:42,站外广告,20250102
16b331c1-0b19-4bcd-a15d-6705f388464a,308,49,2025-01-23 13:26:09,手淘搜索,20250123
db6628e4-ce80-41dd-ba69-b42fe072e4c6,870,29,2025-01-25 17:30:15,站外广告,20250125
269193be-3ed8-464a-980e-add9f0b25ce7,475,8,2025-01-28 22:09:51,直播带货,20250128
3e593919-1e74-44ae-bdd1-9040bf36da91,138,50,2025-01-14 13:35:33,手淘搜索,20250114
43ab9605-a074-4b18-aa9a-18ba16036139,81,58,2025-01-09 06:21:41,站外广告,20250109
e35afd14-6d40-43b4-bcab-29f23a557156,196,7,2025-01-03 17:46:53,站外广告,20250103
2b1b3ca6-ca82-456f-9d95-666c3862deed,41,10,2025-01-13 21:38:38,手淘搜索,20250113
f485af04-310e-413e-b90a-42563e97775c,573,28,2025-01-26 18:46:42,内容广告,20250126
dada6845-15ac-4e0d-ba45-63c2f8ec9c19,16,28,2025-01-07 10:19:58,手淘搜索,20250107
09fb4823-ca54-4915-b16a-4cd436772750,773,62,2025-01-31 23:07:47,手淘搜索,20250131
b41544df-fc60-4f8a-bbc4-58088a0ef9f2,407,31,2025-01-23 19:45:13,直播带货,20250123
7378e35d-9ba2-4ed3-b3c7-4a377b169d20,547,84,2025-01-11 09:24:29,站外广告,20250111
1ffc65b4-02c7-4729-bfdf-b5e27f204895,904,64,2025-01-10 08:23:32,内容广告,20250110
a0f104b0-48bf-4603-96b2-97df36ad1f54,860,41,2025-01-04 23:30:48,手淘搜索,20250104
97537a8f-eee0-4c9e-bd0d-83ccdb370eae,577,29,2025-01-12 10:26:02,推荐算法,20250112
0e40fbc2-5d16-4c96-a3b2-10b04279af0b,958,75,2025-01-05 00:16:35,直播带货,20250105
66ddf9f6-96d2-4aba-b2d5-bceb81535d6d,201,43,2025-01-24 13:18:09,手淘搜索,20250124
9f74fd66-0786-488a-b8e1-c369043547d6,512,71,2025-01-13 18:53:15,推荐算法,20250113
4a3875e2-d180-404f-87c0-8aef83bbdd4e,782,63,2025-01-31 21:21:16,推荐算法,20250131
22adbf4c-2569-45b5-b32f-e201cfa0d24c,173,94,2025-01-21 23:31:29,站外广告,20250121
ae1d89d3-1073-4ceb-a1f1-fb994d4cceb4,501,24,2025-01-06 04:46:34,直播带货,20250106
227ac9fc-567d-4e61-b61a-318de09e44c1,860,10,2025-01-21 01:33:02,推荐算法,20250121
25fcc177-4cc9-4cf3-b1b0-dd9cf5f57c39,863,81,2025-01-02 00:26:08,手淘搜索,20250102
209653d5-165e-4485-8856-f06b57f84625,224,65,2025-01-03 22:09:00,内容广告,20250103
f66bbfc0-fa7c-40b1-9f86-ab3cee438a51,683,79,2025-01-12 01:39:40,内容广告,20250112
7163ee44-bb03-41df-a330-5f5efdcd60c5,545,71,2025-01-22 15:01:00,内容广告,20250122
939d5591-259e-4fd9-950d-c0b478b5ef8b,282,69,2025-01-01 00:33:46,站外广告,20250101
414091d5-e65a-48e4-b46c-6dd31863a8ab,691,56,2025-01-01 16:52:44,手淘搜索,20250101
141873ea-556b-4af5-9486-53c1f7f3103d,247,25,2025-01-04 03:33:09,直播带货,20250104
2d1ef8da-d0f8-4c09-b73b-3f9e6122b1b6,274,51,2025-01-17 08:52:22,效果广告,20250117
de2fd5fa-fa2b-4294-b275-f81f58ec4969,250,90,2025-01-12 12:29:36,手淘搜索,20250112
a7146f6a-76f7-49f2-b75a-afe080b1b117,83,84,2025-01-10 21:52:54,推荐算法,20250110
19f0ab51-015b-4a8f-bb20-186ebe02eba8,389,49,2025-01-25 01:05:25,直播带货,20250125
14bc8838-9d08-4dc9-9c1d-79da383e9eca,720,22,2025-01-16 01:40:00,效果广告,20250116
e3db2f7a-150a-4283-a425-47ea57fc39c3,340,73,2025-01-16 13:41:50,效果广告,20250116
5140a9ce-0267-40bd-ab3f-2ffae01c76ee,236,28,2025-01-29 16:58:02,推荐算法,20250129
91582d25-ea70-49e4-a1b6-12ee4c3739c4,48,10,2025-01-29 18:30:17,推荐算法,20250129
83ed0deb-758d-4c26-8882-c1a63d0c6667,578,85,2025-01-30 08:57:34,效果广告,20250130
4d18bf51-7e75-4b5e-9c49-a2a2aa70b3e9,602,19,2025-01-06 10:01:13,推荐算法,20250106
19727267-8afb-4896-b41f-e96b4b390d5f,307,21,2025-01-27 12:59:04,直播带货,20250127
d56b1437-e68f-4186-a219-5e4e3c91a535,399,87,2025-01-08 18:53:54,直播带货,20250108
9eaa8fb5-3ea3-4419-8d75-5773b61cf51d,144,89,2025-01-11 12:48:47,推荐算法,20250111
3f0db58e-7ea3-4f4a-b00b-9f4dce52ec7c,55,13,2025-01-03 16:47:22,内容广告,20250103
19672f0b-7434-41c1-a09a-8fd5984596dd,788,79,2025-01-08 02:21:38,直播带货,20250108
066615fb-9a56-4b2f-89d7-4fdf081c8f00,280,58,2025-01-13 10:01:40,内容广告,20250113
86d0a91a-1270-4d4c-b51f-6a422ab5ae19,443,24,2025-01-08 11:35:24,推荐算法,20250108
7cca8cfc-831c-4b11-ae70-833be75afb0f,791,80,2025-01-19 21:24:05,站外广告,20250119
421298be-5ed7-423f-b094-26d43010d3ba,85,35,2025-01-26 07:45:04,手淘搜索,20250126
102e1776-a044-47d6-91f6-73560b89f49c,158,95,2025-01-13 22:50:40,内容广告,20250113
5f1729ed-7311-4d71-8ecf-184b9a530780,6,40,2025-01-11 11:06:05,内容广告,20250111
83b443b0-bac1-4938-ac01-09188cab1630,90,24,2025-01-12 08:06:08,内容广告,20250112
787e0df7-a0db-475a-b8b2-b5435a9794bc,418,14,2025-01-15 17:35:32,效果广告,20250115
5d62e4f3-62ac-45a8-804f-924c4f45a6f3,612,77,2025-01-03 11:35:05,站外广告,20250103
97a776bc-d629-4443-958e-474500a498cb,424,50,2025-01-28 12:00:18,效果广告,20250128
825ef9f0-2c25-42ba-b9a1-88551596ff98,586,67,2025-01-24 17:57:15,手淘搜索,20250124
7416ef84-aeb7-47b2-9a11-dbb867cc8122,276,39,2025-01-22 12:10:08,站外广告,20250122
1e5af18a-47b0-40dd-855d-98bdccb49863,446,36,2025-01-16 04:04:10,内容广告,20250116
1e9d6964-96fd-4e39-ae35-4ae8a7596642,370,33,2025-01-10 15:50:04,手淘搜索,20250110
1f1b2a4c-b2f3-4412-be9c-c6811a0afc58,632,26,2025-01-24 20:31:38,内容广告,20250124
34290a58-12f9-46d6-9be9-0b4b8e19e6e8,972,51,2025-01-04 04:19:00,站外广告,20250104
13e76f6b-af74-4712-93fb-c68ff98d31d9,883,43,2025-01-27 19:24:51,内容广告,20250127
8909db3e-3d13-4060-8b0b-1437b1dde651,881,84,2025-01-11 13:52:52,直播带货,20250111
e936f408-2cd5-4ea7-bf5b-dbb07034fbcd,971,89,2025-01-05 09:20:38,手淘搜索,20250105
3c8d0d71-d8b3-47a5-9130-e4f54fe8b5c6,992,41,2025-01-16 10:11:25,站外广告,20250116
3b7a8668-bfcc-4245-bac4-05194999fdde,991,74,2025-01-24 22:40:31,手淘搜索,20250124
ebcb2155-8478-4b86-b03d-7060a2b149e3,805,51,2025-01-11 12:17:52,站外广告,20250111
